site_id,amphipoda,architaenioglossa,basommatophora,coleoptera,decapoda,diptera,ephemeroptera,hemiptera,heterostropha,hirudinida,hoplonemertea,isopoda,lepidoptera,lumbriculida,megaloptera,neoophora,neotaenioglossa,neuroptera,odonata,opisthopora,plecoptera,trichoptera,tubificida,undetermined_clitellata,undetermined_gastropoda,undetermined_lumbriculata,undetermined_nematoda,undetermined_nemertea,undetermined_platyhelminthes,unionoida,veneroida,,event_id,site_id,basin,sample_date,arrivetime,crew,depth,width,cur_spd,algae_diaoms_presen,thickness_diatoms_present,macrophyte_pct,canopy,embeddedness,rock,rubble,gravel,sand,silt,clay,land_use,general_comment,field_water_qlty,habitat,lgs_habitat_bank,lgs_habitat_macrophyte,lgs_habitat_snag,lgs_habitat_substrate,bottom_type,dominant_substrate,water_clarity_driver,macro_comment,gradient,epifaunal_cover,embeddedness_pooling,velocity_depth_regime,sediment_deposition,flow_status,channel_alteration,riffle_bend_frequency,left_bank_stability,right_bank_stability,left_bank_veg,right_bank_veg,left_bank_veg_zone,right_bank_veg_zone,habitat_comment,temp,spcond,do_conc,do_pct_sat,ph,salinity,photo,photo_2,ref_field_yn,riffle_present,chl_a,site_condition_v1,site_condition_v2,site_condition_notes,microtox,pht_id_up,pht_id_dwn,hab_present,biosample,habitat_total_score,snag_present,landcover_nat_pct,landcover_dev_pct,landcover_ag_pct,landcover_water_pct,landcover_agdev_pct,site_id,condition_class,PC1
16-WEBA-23.3,52,0,27,0,1,16,1,3,1,0,0,43,2,4,0,0,0,0,0,0,0,0,42,0,0,7,0,0,1,0,1,,16-WEBA-23.3_20150630,16-WEBA-23.3,16,6/30/2015,9:22:00,RSmith; JLopsberger,0.6,3,90,NA,NA,10,2,NA,NA,NA,NA,NA,NA,NA,Wetlands; agricultural,Sample taken downstream of route 62 culvert. Site is downstream of a beaver dam. Good undercut banks present. Lots of woody debris,NA,NA,2,2,2,2,Hard,Gravel,NA,NA,NA,15,16,16,8,19,16,12,9,9,9,9,9,9,NA,17.02,258,5.33,55.1,6.87,NA,14357777680011.jpg,14357777680012.jpg,Yes,No,0.74,test,test,NA,NA,NA,NA,NA,NA,NA,Y,74.55490435,3.997567179,20.82273582,0.624792657,24.820303,16-WEBA-23.3,1,1.484664712
16-WEBA_T4-1.3,0,0,9,4,0,103,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,34,0,3,0,0,0,0,0,0,31,,16-WEBA_T4-1.3_20150630,16-WEBA_T4-1.3,16,6/30/2015,12:08:00,RSmith; JLopsberger,0.5,1.5,140,NA,NA,10,3.5,NA,NA,NA,NA,NA,NA,NA,Wetland; agricultural,Upstream of Downey street culvert. Spring house with green roof next to stream. Beaver activity.,NA,NA,2,2,2,2,Hard,Gravel,NA,NA,NA,15,16,14,15,17,18,10,9,9,9,7,7,9,NA,13.75,424,10.74,103.6,7.29,NA,14357777680073.jpg,14357777680074.jpg,No,No,0.04,test,ref,LU rounds up to 75. Add as ref site? But 424 cond<U+0085>,NA,NA,NA,NA,NA,NA,Y,57.66635524,6.322018063,35.83515001,0.176476695,42.15716807,16-WEBA_T4-1.3,2,0.595587757
17-BRWN-0.9,14,0,0,5,0,257,0,8,0,0,1,16,0,5,0,1,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,,17-BRWN-0.9_20150625,17-BRWN-0.9,17,6/25/2015,12:01:00,Duffy mosher RSmith,0.3,15,20,NA,NA,20,95,NA,NA,NA,NA,NA,NA,NA,Residential,Down stream is actually GREAT low gradient habitat. Possibly a good reference site. Good mix of over head vegetation; macrophytes; and banks,NA,NA,-9999,-9999,-9999,-9999,Hard,Gravel,NA,NA,NA,19,18,17,18,20,13,12,8,5,10,10,9,2,NA,16.98,288,11.6,120,6.01,NA,14355859100017.jpg,NA,No,Yes,NA,test,test,"Noted as possible ref site, but VERY low natural LU. Most of LU is probably low density dev. Use different ref site citeria for LI sites??",NA,NA,NA,NA,NA,NA,NA,1.091764706,98.90823529,0,0,98.90823529,17-BRWN-0.9,2,-0.128884971
17-BVDC-0.4,50,0,0,1,0,214,0,0,0,2,0,26,0,4,0,0,0,0,0,0,0,0,3,2,0,0,0,0,14,0,1,,17-BVDC-0.4_20150625,17-BVDC-0.4,17,6/25/2015,14:21:00,Duffy; Mosher RSmith,0.05,1.75,70,NA,NA,30,78,NA,NA,NA,NA,NA,NA,NA,Residential forest,Eels and minnows; ponded upstream of site,NA,NA,2,2,2,2,Hard,Gravel,NA,NA,NA,16,15,4,10,13,15,11,8,7,5,10,7,5,NA,17.38,275,11.62,121,6.12,NA,14355859100013.jpg,NA,No,Yes,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,45.43685886,52.93597453,1.627166608,0,54.56314114,17-BVDC-0.4,2,0.394917291
17-CARL-0.8,31,0,3,13,2,90,29,0,0,0,0,0,0,0,0,0,1,0,1,0,0,31,0,0,0,0,0,0,1,0,1,,17-CARL-0.8_20150625,17-CARL-0.8,17,6/25/2015,8:49:00,Duffy; Mosher; RSmith,0.5,4,0.7,NA,NA,10,61,NA,NA,NA,NA,NA,NA,NA,Recreation,Mayflies and signs for brook trout. Slope indicated opposite flow; even though this is not the case.,NA,NA,2,2,0,2,Hard,Gravel,NA,NA,NA,12,13,15,19,15,10,4,8,10,6,4,4,3,NA,21.39,240,9.55,108.3,6.7,NA,14355859100002.jpg,NA,Yes,Yes,NA,test,test,NA,NA,NA,NA,NA,NA,NA,N,11.86967804,87.65538496,0.251988272,0.222948731,87.90737323,17-CARL-0.8,2,-0.6324819
17-CARM-12.9,34,0,6,5,0,91,1,4,0,0,0,69,0,1,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,18,,17-CARM-12.9_20150626,17-CARM-12.9,17,6/26/2015,9:55:00,Duffy mosher RSmith,0.4,10,0.1,NA,NA,70,87,NA,NA,NA,NA,NA,NA,NA,Forest,Very swampy but has distinct flow,NA,NA,2,2,2,2,Soft,Silt,DOC,NA,NA,20,14,14,10,20,19,14,9,9,10,8,10,10,Very swampy with distinct flow,15.8,218,7.8,78,4.55,NA,14355859100014.jpg,NA,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,25.66375368,72.0494339,1.964960888,0.321851532,74.01439478,17-CARM-12.9,2,0.959242304
17-CARM-9.0,56,0,13,5,0,47,7,6,0,10,0,12,0,0,3,0,0,0,4,0,0,41,0,0,0,0,0,0,0,0,12,,17-CARM-9.0_20150626,17-CARM-9.0,17,6/26/2015,9:05:00,Duffy; Mosher; RSmith,0.6,10,30,NA,NA,80,20,NA,NA,NA,NA,NA,NA,NA,Forest,Perlid exuviae on bridge; stream dammed directly underneath railroad bridge; Ryan got stung by a shiny green buggy,NA,NA,2,2,1,2,Hard,Sand,DOC,NA,NA,14,18,14,16,20,14,12,10,10,10,10,10,10,NA,20.5,202,7.3,81,6.5,NA,14355859100012.jpg,NA,Yes,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,28.75433842,68.82090049,2.074834783,0.349926306,70.89573527,17-CARM-9.0,2,0.294992469
17-EMED-0.4,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,34,,17-EMED-0.4_20180912,17-EMED-0.4,17,9/12/2018,15:12:00,"Lojpersberger,Woltmann",0.4,7,30,10,1,60,50,10,0,0,40,50,10,0,Commercial,NA,Poor,Sand,2,2,2,2,Soft,Sand,Turbidity,Carp swimming in Area.  Low grDient urban stream,Low,13,5,5,9,12,4,6,8,8,5,5,1,1,NA,20,619,6,68,6.22,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,11.13370615,88.24412327,0.555595904,0.066574673,88.79971918,17-EMED-0.4,3,-1.877087273
17-GREN-0.8,61,0,8,1,0,107,0,2,0,0,0,6,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,,17-GREN-0.8_20150625,17-GREN-0.8,17,6/25/2015,11:07:00,Duffy; Mosher RSmith,0.1,1.5,0.2,NA,NA,10,100,NA,NA,NA,NA,NA,NA,NA,Residential forestry,Oligochaets;mud flat downstream and impoundment upstream,NA,NA,2,2,2,2,Soft,Sand,NA,NA,NA,10,6,6,11,18,14,4,10,10,10,10,10,10,NA,15.8,230,8.5,86,5.9,NA,14355859100018.jpg,NA,No,Yes,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,1.168605838,98.83139416,0,0,98.83139416,17-GREN-0.8,2,-0.517777686
17-MASS-1.2,117,0,15,3,0,59,0,0,0,0,0,136,0,0,0,0,0,0,2,0,0,3,28,0,0,9,0,0,8,0,2,,17-MASS-1.2_20150624,17-MASS-1.2,17,6/24/2015,17:53:00,Duffy mosher RSmith,0.5,10,0.2,NA,NA,60,20,NA,NA,NA,NA,NA,NA,NA,Urban park,Site has historic riffle upstream; sow bugs; red midge; site flows out of pond upstream and into another right here,NA,NA,2,2,1,2,Hard,Gravel,NA,NA,NA,16,0,8,10,20,15,15,10,10,10,10,10,10,Park site,22,388,9.2,106,6.2,NA,14355859100022.jpg,NA,No,Yes,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,12.88716863,86.52825877,0.49422956,0.090343038,87.02248833,17-MASS-1.2,2,-0.512336283
17-MBUR-2.1,0,0,0,7,0,13,0,0,0,0,0,21,0,3,0,6,0,0,0,0,0,0,163,3,0,0,0,0,0,0,4,,17-MBUR-2.1_20150624,17-MBUR-2.1,17,6/24/2015,16:13:00,Duffy RSmith mosher,0.2,2.5,0.05,NA,NA,10,36,NA,NA,NA,NA,NA,NA,NA,Urban,First site of the day on Long Island. Horrible trip and will not be coming back until 2023. Good low gradient site finally. Lots ofSow bugs and some beetles,NA,NA,2,2,2,2,Hard,Sand,Susp Algae,NA,NA,8,14,7,12,18,17,18,7,7,4,4,10,10,All knotweed but good riparian,19.5,573,7.4,81,6.6,NA,14355859100008.jpg,NA,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,0.26432403,99.62683666,0,0.108839307,99.62683666,17-MBUR-2.1,3,-1.035916186
17-MIAN-14.2,91,0,12,7,0,21,3,21,0,0,0,14,0,0,0,0,0,0,19,0,0,4,5,0,0,0,0,0,0,0,23,,17-MIAN-14.2_20180912,17-MIAN-14.2,17,9/12/2018,8:58:00,"Duffy,Schnore",1,5,40,100,1,30,20,NA,0,0,0,30,70,0,Residential,NA,NA,NA,-9999,-9999,-9999,-9999,Very_soft,Silt,Turbidity,"Some green floating stuff and film, possible hab",Low,12,12,10,15,19,13,19,9,9,10,9,10,5,NA,18,456,8.35,88.6,7.21,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.69899666,19.39464883,2.725752508,1.180602007,22.12040134,17-MIAN-14.2,1,1.118450133
17-MUDL-1.4,28,0,29,2,0,80,0,0,5,0,0,35,0,6,0,4,0,0,0,0,0,0,33,0,0,12,0,0,0,0,2,,17-MUDL-1.4_20150625,17-MUDL-1.4,17,6/25/2015,13:35:00,Duffy RSmith,0.2,8,0.5,NA,NA,20,65,NA,NA,NA,NA,NA,NA,NA,Forest,Good sandy site. Elizabeth taking short nap to recover from last night. Having a rough day. Site previously sampled but saw no evidence of riffle,NA,NA,-9999,-9999,-9999,-9999,Soft,Sand,NA,NA,NA,14,10,10,18,18,16,18,8,8,9,9,8,8,Another sandy LI site,16.1,320,12.7,128,6.06,NA,14355859100016.jpg,NA,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,NA,14.5000399,84.03958184,1.460378262,0,85.4999601,17-MUDL-1.4,2,0.061165416
17-NISS-4.7,33,0,5,5,0,139,3,0,2,0,0,4,0,0,2,4,0,0,1,0,0,20,5,4,0,1,0,0,0,0,3,,17-NISS-4.7_20150626,17-NISS-4.7,17,6/26/2015,11:27:00,Duffy Mosher RSmith,0.4,25,70,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,Recreation,Very wide shallow river; very different than other Long Island sites. Eels and zygoptera,NA,NA,1,2,2,2,Hard,Gravel,DOC,NA,NA,10,13,13,15,18,14,10,5,8,6,5,2,3,NA,21.9,179,9.5,108,6.8,NA,14355859100020.jpg,NA,No,Yes,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,12.98851708,86.06894682,0.2587354,0.6838007,86.32768222,17-NISS-4.7,2,-0.58878218
17-NISS_E-2.6,42,0,0,1,0,71,0,1,0,0,0,2,0,4,0,13,0,0,0,0,0,0,20,1,0,0,0,0,0,0,46,,17-NISS_E-2.6_20150626,17-NISS_E-2.6,17,6/26/2015,10:49:00,Duffy Mosher RSmith,0.2,3,70,NA,NA,0,80,NA,NA,NA,NA,NA,NA,NA,Residential forest,NA,NA,NA,2,0,2,2,Soft,Sand,DOC,NA,NA,7,7,11,9,14,15,12,9,7,8,8,5,8,NA,15.8,522,6.7,68,5.98,NA,14355859100007.jpg,NA,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,9.13267593,89.98767369,0.812415957,0.067234424,90.80008965,17-NISS_E-2.6,2,-0.72903213
17-OROW-0.6,58,0,0,0,0,13,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,,17-OROW-0.6_20180912,17-OROW-0.6,17,9/12/2018,10:01:00,"Lojpersberger,Woltmann",0.3,4,25,10,1,60,50,0,0,0,5,85,10,0,Residential,NA,Poor,Sand,2,2,2,2,Soft,Silt,Turbidity,Low gradient stream in weed choked areA next to car lot and residences,Low,16,13,10,14,17,10,8,8,8,9,6,5,3,NA,16,353,6.2,63,5.95,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,2.491709241,97.50829076,0,0,97.50829076,17-OROW-0.6,3,-0.961511723
17-PECN-8.9,70,2,1,3,0,67,5,1,3,0,0,8,0,0,0,1,3,0,2,0,0,10,0,0,0,5,0,1,0,0,29,,17-PECN-8.9_20150625,17-PECN-8.9,17,6/25/2015,16:39:00,Duffy Mosher RSmith,0.5,10,20,NA,NA,10,5,NA,NA,NA,NA,NA,NA,NA,Recreation forest,NA,NA,NA,2,2,2,2,Soft,Sand,DOC,NA,NA,19,16,19,12,18,17,18,10,8,10,10,10,10,NA,25.28,63,12.48,151,6.11,NA,14355859100015.jpg,NA,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,58.5471458,32.57562241,8.041608679,0.835623119,40.61723108,17-PECN-8.9,1,1.954544587
17-PENA-1.4,5,0,3,1,0,10,0,0,0,7,0,154,0,0,0,0,0,0,2,0,0,1,12,0,0,0,0,0,0,0,8,,17-PENA-1.4_20180912,17-PENA-1.4,17,9/12/2018,10:54:00,"Lojpersberger,Woltmann",0.3,4,25,10,1,70,70,0,0,0,5,85,10,0,Commercial,NA,NA,Sand,2,2,2,2,Soft,Sand,Turbidity,Sand swampy drainage near tidal zone but still fresh.   Next to active industrial,Low,14,12,8,8,16,10,11,9,10,7,5,4,2,NA,18,536,5.2,55,6.18,0.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,0.966887417,99.03311258,0,0,99.03311258,17-PENA-1.4,3,-1.528055098
17-SAMP-2.1,10,0,2,5,0,183,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,70,4,0,14,0,0,0,0,9,,17-SAMP-2.1_20150625,17-SAMP-2.1,17,6/25/2015,9:56:00,RSmith; Duffy; Mosher,0.1,6,20,NA,NA,10,85,NA,NA,NA,NA,NA,NA,NA,Residential; forest,Over hanging vegetation limited.  Difficult to find good sample spots in stream. Lots of mucky areas present; red midges present; sow bugs back swimmers,NA,NA,2,2,2,2,Soft,Sand,NA,NA,NA,4,7,6,7,14,13,12,8,6,8,5,7,2,Definite site habitat issues here,15.93,262,9.13,93.4,6.04,NA,14355859100021.jpg,NA,No,No,NA,test,test,NA,NA,NA,NA,NA,NA,NA,Y,13.99147966,85.80557512,0.090570595,0.112374627,85.89614572,17-SAMP-2.1,2,-0.766087256
17-SANT-1.7,1,0,5,0,0,10,0,0,0,20,0,32,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,100,,17-SANT-1.7_20180912,17-SANT-1.7,17,9/12/2018,13:57:00,"Lojpersberger,Woltmann",0.36,2,40,20,1,40,50,10,0,20,65,10,5,0,Residential,NA,Poor,Sand,2,2,1,2,Hard,Gravel,Turbidity,Stream accessed behind house on cul de sac.,Low,14,12,11,16,17,8,6,6,4,6,2,5,1,NA,19,382,4.5,48,6.23,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,7.535587189,92.40213523,0,0.06227758,92.40213523,17-SANT-1.7,3,-1.163499252
17-SWML-1.4,3,0,0,0,0,27,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,4,1,0,0,0,0,0,0,0,,17-SWML-1.4_20180912,17-SWML-1.4,17,9/12/2018,8:49:00,"Onion,Stoll",0.05,2,1,70,1,0,70,100,0,0,0,20,80,0,Residential,NA,Very_poor,Other,2,0,2,2,Very_soft,Silt,DOC,Below wetland,Low,7,6,1,1,15,12,6,9,9,9,9,9,2,NA,25,165,4.37,43.9,6.05,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Y,12.54352704,56.05509557,30.98351776,0.41785963,87.03861333,17-SWML-1.4,2,-0.869043676
17-TERR-0.2,60,0,5,17,0,95,0,2,0,0,0,14,0,5,1,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,,17-TERR-0.2_20150625,17-TERR-0.2,17,6/25/2015,15:31:00,Duffy mosher RSmith,0.1,0.3,10,NA,NA,10,100,NA,NA,NA,NA,NA,NA,NA,Forest,Within pine barrens; iron precipitate,NA,NA,-9999,-9999,-9999,-9999,Hard,Sand,NA,NA,NA,8,17,0,18,20,17,18,10,10,10,10,10,10,NA,17.84,127,11.32,119,6.11,NA,14355859100024.jpg,NA,No,Yes,NA,test,test,NA,NA,NA,NA,NA,NA,NA,NA,37.36974488,52.35357528,10.27667984,0,62.63025512,17-TERR-0.2,2,0.958286246
