OBJECTID,Name,RegionID,RegionName,AreaPercen,AreaSqMi,StatLabel,StatName,Value,Units,MinLimit,MaxLimit
171,09-BIBK-5.4,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,25.4,SSURGOA,SSURGO Percent Hydrologic Soil Type A,4.44,percent,0.62,51.2
172,09-BIBK-5.4,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,25.4,EL1200,Percentage of Basin Above 1200 ft,100.0,percent,0,100
173,09-BIBK-5.4,gc1425,Bankfull_Regions_1_and_2_SIR2009_5144,100,25.4,DRNAREA,Drainage Area,25.4,square miles,0.52,396
174,09-CHPW-11.0,gc1071,2006_Full_Region_1,100,18.9,DRNAREA,Drainage Area,18.9,square miles,0.54,4500
175,09-CHPW-11.0,gc1071,2006_Full_Region_1,100,18.9,LAGFACTOR,Lag Factor,1.76,dimensionless,0.004,15.229
176,09-CHPW-11.0,gc1071,2006_Full_Region_1,100,18.9,STORAGE,Percent Storage,5.8,percent,0,28.92
177,09-CHPW-11.0,gc1071,2006_Full_Region_1,100,18.9,FOREST,Percent Forest,48.73,percent,23.83,99.61
178,09-CHPW-11.0,gc1071,2006_Full_Region_1,100,18.9,PRECIP,Mean Annual Precipitation,33.45,inches,29.49,56.1
179,09-CHPW-11.0,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,18.9,DRNAREA,Drainage Area,18.9,square miles,3.14,4780
180,09-CHPW-11.0,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,18.9,JUNAVPRE,Mean June Precipitation,3.28,inches,3.59,5.33
181,09-CHPW-11.0,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,18.9,CENTROIDX,CENTROIDX,450643.5,meters,166000,658000
182,09-CHPW-11.0,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,18.9,CENTROIDY,CENTROIDY,4933011.7,meters,4560000,4920000
183,09-CHPW-11.0,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,18.9,CSL1085LO,10-85 slope of lower half of main channel,4.047,feet per mi,1.56,152
184,09-CHPW-11.0,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,18.9,MAR,Mean Annual Runoff in inches,14.89,inches,11.6,37.4
185,09-CHPW-11.0,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,18.9,SSURGOB,SSURGO Percent Hydrologic Soil Type B,10.06,percent,1.14,65.7
186,09-CHPW-11.0,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,18.9,JULAVPRE,Mean July Precipitation,3.244,inches,3.2,5.26
187,09-CHPW-11.0,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,18.9,MAYAVPRE,Mean May Precipitation,3.052,inches,3.15,5.68
188,09-CHPW-11.0,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,18.9,PRJUNAUG00,Basin average mean precip for June to August,10.291,inches,10.5,15.5
189,09-CHPW-11.0,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,18.9,JUNMAXTMP,Maximum June Temperature,74.294,degrees F,68.8,78.8
190,09-CHPW-11.0,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,18.9,SSURGOA,SSURGO Percent Hydrologic Soil Type A,0.033,percent,0.62,51.2
191,09-CHPW-11.0,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,18.9,EL1200,Percentage of Basin Above 1200 ft,0.0,percent,0,100
192,09-CHPW-11.0,gc1425,Bankfull_Regions_1_and_2_SIR2009_5144,100,18.9,DRNAREA,Drainage Area,18.9,square miles,0.52,396
193,09-FSCR-9.2,gc1071,2006_Full_Region_1,100,24.1,DRNAREA,Drainage Area,24.1,square miles,0.54,4500
194,09-FSCR-9.2,gc1071,2006_Full_Region_1,100,24.1,LAGFACTOR,Lag Factor,1.38,dimensionless,0.004,15.229
195,09-FSCR-9.2,gc1071,2006_Full_Region_1,100,24.1,STORAGE,Percent Storage,26.4,percent,0,28.92
196,09-FSCR-9.2,gc1071,2006_Full_Region_1,100,24.1,FOREST,Percent Forest,30.71,percent,23.83,99.61
197,09-FSCR-9.2,gc1071,2006_Full_Region_1,100,24.1,PRECIP,Mean Annual Precipitation,34.0,inches,29.49,56.1
198,09-FSCR-9.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,24.1,DRNAREA,Drainage Area,24.1,square miles,3.14,4780
199,09-FSCR-9.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,24.1,JUNAVPRE,Mean June Precipitation,3.318,inches,3.59,5.33
200,09-FSCR-9.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,24.1,CENTROIDX,CENTROIDX,462555.9,meters,166000,658000
201,09-FSCR-9.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,24.1,CENTROIDY,CENTROIDY,4929610.9,meters,4560000,4920000
202,09-FSCR-9.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,24.1,CSL1085LO,10-85 slope of lower half of main channel,1.509,feet per mi,1.56,152
203,09-FSCR-9.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,24.1,MAR,Mean Annual Runoff in inches,15.47,inches,11.6,37.4
204,09-FSCR-9.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,24.1,SSURGOB,SSURGO Percent Hydrologic Soil Type B,12.873,percent,1.14,65.7
205,09-FSCR-9.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,24.1,JULAVPRE,Mean July Precipitation,3.358,inches,3.2,5.26
206,09-FSCR-9.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,24.1,MAYAVPRE,Mean May Precipitation,3.126,inches,3.15,5.68
207,09-FSCR-9.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,24.1,PRJUNAUG00,Basin average mean precip for June to August,10.508,inches,10.5,15.5
208,09-FSCR-9.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,24.1,JUNMAXTMP,Maximum June Temperature,74.695,degrees F,68.8,78.8
209,09-FSCR-9.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,24.1,SSURGOA,SSURGO Percent Hydrologic Soil Type A,0.332,percent,0.62,51.2
210,09-FSCR-9.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,24.1,EL1200,Percentage of Basin Above 1200 ft,0.0,percent,0,100
211,09-FSCR-9.2,gc1425,Bankfull_Regions_1_and_2_SIR2009_5144,100,24.1,DRNAREA,Drainage Area,24.1,square miles,0.52,396
212,09-LTTL-13.2,gc1071,2006_Full_Region_1,100,21.0,DRNAREA,Drainage Area,21.0,square miles,0.54,4500
213,09-LTTL-13.2,gc1071,2006_Full_Region_1,100,21.0,LAGFACTOR,Lag Factor,0.44,dimensionless,0.004,15.229
214,09-LTTL-13.2,gc1071,2006_Full_Region_1,100,21.0,STORAGE,Percent Storage,16.28,percent,0,28.92
215,09-LTTL-13.2,gc1071,2006_Full_Region_1,100,21.0,FOREST,Percent Forest,75.93,percent,23.83,99.61
216,09-LTTL-13.2,gc1071,2006_Full_Region_1,100,21.0,PRECIP,Mean Annual Precipitation,42.0,inches,29.49,56.1
217,09-LTTL-13.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,21.0,DRNAREA,Drainage Area,21.0,square miles,3.14,4780
218,09-LTTL-13.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,21.0,JUNAVPRE,Mean June Precipitation,3.947,inches,3.59,5.33
219,09-LTTL-13.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,21.0,CENTROIDX,CENTROIDX,504213.7,meters,166000,658000
220,09-LTTL-13.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,21.0,CENTROIDY,CENTROIDY,4890949.4,meters,4560000,4920000
221,09-LTTL-13.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,21.0,CSL1085LO,10-85 slope of lower half of main channel,11.117,feet per mi,1.56,152
222,09-LTTL-13.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,21.0,MAR,Mean Annual Runoff in inches,25.65,inches,11.6,37.4
223,09-LTTL-13.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,21.0,SSURGOB,SSURGO Percent Hydrologic Soil Type B,12.347,percent,1.14,65.7
224,09-LTTL-13.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,21.0,JULAVPRE,Mean July Precipitation,4.591,inches,3.2,5.26
225,09-LTTL-13.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,21.0,MAYAVPRE,Mean May Precipitation,3.747,inches,3.15,5.68
226,09-LTTL-13.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,21.0,PRJUNAUG00,Basin average mean precip for June to August,12.874,inches,10.5,15.5
227,09-LTTL-13.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,21.0,JUNMAXTMP,Maximum June Temperature,73.157,degrees F,68.8,78.8
228,09-LTTL-13.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,21.0,SSURGOA,SSURGO Percent Hydrologic Soil Type A,9.75,percent,0.62,51.2
229,09-LTTL-13.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,21.0,EL1200,Percentage of Basin Above 1200 ft,100.0,percent,0,100
230,09-LTTL-13.2,gc1425,Bankfull_Regions_1_and_2_SIR2009_5144,100,21.0,DRNAREA,Drainage Area,21.0,square miles,0.52,396
231,09-MARA-4.5,gc1071,2006_Full_Region_1,100,30.0,DRNAREA,Drainage Area,30.0,square miles,0.54,4500
232,09-MARA-4.5,gc1071,2006_Full_Region_1,100,30.0,LAGFACTOR,Lag Factor,0.54,dimensionless,0.004,15.229
233,09-MARA-4.5,gc1071,2006_Full_Region_1,100,30.0,STORAGE,Percent Storage,14.43,percent,0,28.92
234,09-MARA-4.5,gc1071,2006_Full_Region_1,100,30.0,FOREST,Percent Forest,85.01,percent,23.83,99.61
235,09-MARA-4.5,gc1071,2006_Full_Region_1,100,30.0,PRECIP,Mean Annual Precipitation,43.1,inches,29.49,56.1
236,09-MARA-4.5,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,30.0,DRNAREA,Drainage Area,30.0,square miles,3.14,4780
237,09-MARA-4.5,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,30.0,JUNAVPRE,Mean June Precipitation,4.163,inches,3.59,5.33
238,09-MARA-4.5,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,30.0,CENTROIDX,CENTROIDX,540893.4,meters,166000,658000
239,09-MARA-4.5,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,30.0,CENTROIDY,CENTROIDY,4853975.2,meters,4560000,4920000
240,09-MARA-4.5,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,30.0,CSL1085LO,10-85 slope of lower half of main channel,6.23,feet per mi,1.56,152
241,09-MARA-4.5,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,30.0,MAR,Mean Annual Runoff in inches,27.15,inches,11.6,37.4
242,09-MARA-4.5,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,30.0,SSURGOB,SSURGO Percent Hydrologic Soil Type B,2.605,percent,1.14,65.7
243,09-MARA-4.5,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,30.0,JULAVPRE,Mean July Precipitation,4.092,inches,3.2,5.26
244,09-MARA-4.5,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,30.0,MAYAVPRE,Mean May Precipitation,4.003,inches,3.15,5.68
245,09-MARA-4.5,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,30.0,PRJUNAUG00,Basin average mean precip for June to August,12.83,inches,10.5,15.5
246,09-MARA-4.5,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,30.0,JUNMAXTMP,Maximum June Temperature,71.581,degrees F,68.8,78.8
247,09-MARA-4.5,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,30.0,SSURGOA,SSURGO Percent Hydrologic Soil Type A,8.368,percent,0.62,51.2
248,09-MARA-4.5,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,30.0,EL1200,Percentage of Basin Above 1200 ft,100.0,percent,0,100
249,09-MARA-4.5,gc1425,Bankfull_Regions_1_and_2_SIR2009_5144,100,30.0,DRNAREA,Drainage Area,30.0,square miles,0.52,396
250,09-OTTS-0.2,gc1071,2006_Full_Region_1,100,7.36,DRNAREA,Drainage Area,7.35,square miles,0.54,4500
251,09-OTTS-0.2,gc1071,2006_Full_Region_1,100,7.36,LAGFACTOR,Lag Factor,0.6,dimensionless,0.004,15.229
252,09-OTTS-0.2,gc1071,2006_Full_Region_1,100,7.36,STORAGE,Percent Storage,2.85,percent,0,28.92
253,09-OTTS-0.2,gc1071,2006_Full_Region_1,100,7.36,FOREST,Percent Forest,39.87,percent,23.83,99.61
254,09-OTTS-0.2,gc1071,2006_Full_Region_1,100,7.36,PRECIP,Mean Annual Precipitation,35.08,inches,29.49,56.1
255,09-OTTS-0.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.36,DRNAREA,Drainage Area,7.35,square miles,3.14,4780
256,09-OTTS-0.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.36,JUNAVPRE,Mean June Precipitation,3.123,inches,3.59,5.33
257,09-OTTS-0.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.36,CENTROIDX,CENTROIDX,428318.0,meters,166000,658000
258,09-OTTS-0.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.36,CENTROIDY,CENTROIDY,4906463.8,meters,4560000,4920000
259,09-OTTS-0.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.36,CSL1085LO,10-85 slope of lower half of main channel,3.142,feet per mi,1.56,152
260,09-OTTS-0.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.36,MAR,Mean Annual Runoff in inches,16.11,inches,11.6,37.4
261,09-OTTS-0.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.36,SSURGOB,SSURGO Percent Hydrologic Soil Type B,4.159,percent,1.14,65.7
262,09-OTTS-0.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.36,JULAVPRE,Mean July Precipitation,2.659,inches,3.2,5.26
263,09-OTTS-0.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.36,MAYAVPRE,Mean May Precipitation,2.896,inches,3.15,5.68
264,09-OTTS-0.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.36,PRJUNAUG00,Basin average mean precip for June to August,9.228,inches,10.5,15.5
265,09-OTTS-0.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.36,JUNMAXTMP,Maximum June Temperature,74.815,degrees F,68.8,78.8
266,09-OTTS-0.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.36,SSURGOA,SSURGO Percent Hydrologic Soil Type A,1.458,percent,0.62,51.2
267,09-OTTS-0.2,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.36,EL1200,Percentage of Basin Above 1200 ft,0.0,percent,0,100
268,09-OTTS-0.2,gc1425,Bankfull_Regions_1_and_2_SIR2009_5144,100,7.36,DRNAREA,Drainage Area,7.35,square miles,0.52,396
269,09-SOAP-0.8,gc1071,2006_Full_Region_1,100,1.46,DRNAREA,Drainage Area,1.46,square miles,0.54,4500
270,09-SOAP-0.8,gc1071,2006_Full_Region_1,100,1.46,LAGFACTOR,Lag Factor,0.07,dimensionless,0.004,15.229
271,09-SOAP-0.8,gc1071,2006_Full_Region_1,100,1.46,STORAGE,Percent Storage,0.07,percent,0,28.92
272,09-SOAP-0.8,gc1071,2006_Full_Region_1,100,1.46,FOREST,Percent Forest,54.05,percent,23.83,99.61
273,09-SOAP-0.8,gc1071,2006_Full_Region_1,100,1.46,PRECIP,Mean Annual Precipitation,36.75,inches,29.49,56.1
274,09-SOAP-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,1.46,DRNAREA,Drainage Area,1.46,square miles,3.14,4780
275,09-SOAP-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,1.46,JUNAVPRE,Mean June Precipitation,3.082,inches,3.59,5.33
276,09-SOAP-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,1.46,CENTROIDX,CENTROIDX,438839.2,meters,166000,658000
277,09-SOAP-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,1.46,CENTROIDY,CENTROIDY,4897002.3,meters,4560000,4920000
278,09-SOAP-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,1.46,CSL1085LO,10-85 slope of lower half of main channel,12.575,feet per mi,1.56,152
279,09-SOAP-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,1.46,MAR,Mean Annual Runoff in inches,17.66,inches,11.6,37.4
280,09-SOAP-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,1.46,SSURGOB,SSURGO Percent Hydrologic Soil Type B,10.417,percent,1.14,65.7
281,09-SOAP-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,1.46,JULAVPRE,Mean July Precipitation,3.0,inches,3.2,5.26
282,09-SOAP-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,1.46,MAYAVPRE,Mean May Precipitation,3.024,inches,3.15,5.68
283,09-SOAP-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,1.46,PRJUNAUG00,Basin average mean precip for June to August,9.652,inches,10.5,15.5
284,09-SOAP-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,1.46,JUNMAXTMP,Maximum June Temperature,74.807,degrees F,68.8,78.8
285,09-SOAP-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,1.46,SSURGOA,SSURGO Percent Hydrologic Soil Type A,0.0,percent,0.62,51.2
286,09-SOAP-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,1.46,EL1200,Percentage of Basin Above 1200 ft,0.0,percent,0,100
287,09-SOAP-0.8,gc1425,Bankfull_Regions_1_and_2_SIR2009_5144,100,1.46,DRNAREA,Drainage Area,1.46,square miles,0.52,396
288,09-WHIK-0.8,gc1071,2006_Full_Region_1,100,11.5,DRNAREA,Drainage Area,11.5,square miles,0.54,4500
289,09-WHIK-0.8,gc1071,2006_Full_Region_1,100,11.5,LAGFACTOR,Lag Factor,0.54,dimensionless,0.004,15.229
290,09-WHIK-0.8,gc1071,2006_Full_Region_1,100,11.5,STORAGE,Percent Storage,0.38,percent,0,28.92
291,09-WHIK-0.8,gc1071,2006_Full_Region_1,100,11.5,FOREST,Percent Forest,44.87,percent,23.83,99.61
292,09-WHIK-0.8,gc1071,2006_Full_Region_1,100,11.5,PRECIP,Mean Annual Precipitation,37.76,inches,29.49,56.1
293,09-WHIK-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,11.5,DRNAREA,Drainage Area,11.5,square miles,3.14,4780
294,09-WHIK-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,11.5,JUNAVPRE,Mean June Precipitation,3.259,inches,3.59,5.33
295,09-WHIK-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,11.5,CENTROIDX,CENTROIDX,465423.3,meters,166000,658000
296,09-WHIK-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,11.5,CENTROIDY,CENTROIDY,4912633.4,meters,4560000,4920000
297,09-WHIK-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,11.5,CSL1085LO,10-85 slope of lower half of main channel,23.439,feet per mi,1.56,152
298,09-WHIK-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,11.5,MAR,Mean Annual Runoff in inches,18.62,inches,11.6,37.4
299,09-WHIK-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,11.5,SSURGOB,SSURGO Percent Hydrologic Soil Type B,6.626,percent,1.14,65.7
300,09-WHIK-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,11.5,JULAVPRE,Mean July Precipitation,3.279,inches,3.2,5.26
301,09-WHIK-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,11.5,MAYAVPRE,Mean May Precipitation,3.247,inches,3.15,5.68
302,09-WHIK-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,11.5,PRJUNAUG00,Basin average mean precip for June to August,10.381,inches,10.5,15.5
303,09-WHIK-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,11.5,JUNMAXTMP,Maximum June Temperature,75.205,degrees F,68.8,78.8
304,09-WHIK-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,11.5,SSURGOA,SSURGO Percent Hydrologic Soil Type A,1.502,percent,0.62,51.2
305,09-WHIK-0.8,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,11.5,EL1200,Percentage of Basin Above 1200 ft,0.0,percent,0,100
306,09-WHIK-0.8,gc1425,Bankfull_Regions_1_and_2_SIR2009_5144,100,11.5,DRNAREA,Drainage Area,11.5,square miles,0.52,396
307,10-BISH-0.6,gc1071,2006_Full_Region_1,100,19.1,DRNAREA,Drainage Area,19.1,square miles,0.54,4500
308,10-BISH-0.6,gc1071,2006_Full_Region_1,100,19.1,LAGFACTOR,Lag Factor,0.13,dimensionless,0.004,15.229
309,10-BISH-0.6,gc1071,2006_Full_Region_1,100,19.1,STORAGE,Percent Storage,6.17,percent,0,28.92
310,10-BISH-0.6,gc1071,2006_Full_Region_1,100,19.1,FOREST,Percent Forest,89.92,percent,23.83,99.61
311,10-BISH-0.6,gc1071,2006_Full_Region_1,100,19.1,PRECIP,Mean Annual Precipitation,35.6,inches,29.49,56.1
312,10-BISH-0.6,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,19.1,DRNAREA,Drainage Area,19.1,square miles,3.14,4780
313,10-BISH-0.6,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,19.1,JUNAVPRE,Mean June Precipitation,3.955,inches,3.59,5.33
314,10-BISH-0.6,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,19.1,CENTROIDX,CENTROIDX,615254.8,meters,166000,658000
315,10-BISH-0.6,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,19.1,CENTROIDY,CENTROIDY,4811160.5,meters,4560000,4920000
316,10-BISH-0.6,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,19.1,CSL1085LO,10-85 slope of lower half of main channel,48.362,feet per mi,1.56,152
317,10-BISH-0.6,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,19.1,MAR,Mean Annual Runoff in inches,16.6,inches,11.6,37.4
318,10-BISH-0.6,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,19.1,SSURGOB,SSURGO Percent Hydrologic Soil Type B,40.675,percent,1.14,65.7
319,10-BISH-0.6,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,19.1,JULAVPRE,Mean July Precipitation,4.056,inches,3.2,5.26
320,10-BISH-0.6,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,19.1,MAYAVPRE,Mean May Precipitation,4.104,inches,3.15,5.68
321,10-BISH-0.6,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,19.1,PRJUNAUG00,Basin average mean precip for June to August,12.14,inches,10.5,15.5
322,10-BISH-0.6,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,19.1,JUNMAXTMP,Maximum June Temperature,75.549,degrees F,68.8,78.8
323,10-BISH-0.6,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,19.1,SSURGOA,SSURGO Percent Hydrologic Soil Type A,11.46,percent,0.62,51.2
324,10-BISH-0.6,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,19.1,EL1200,Percentage of Basin Above 1200 ft,18.08,percent,0,100
325,10-BISH-0.6,gc1425,Bankfull_Regions_1_and_2_SIR2009_5144,100,19.1,DRNAREA,Drainage Area,19.1,square miles,0.52,396
326,10-CMIL-3.3,gc1071,2006_Full_Region_1,100,7.44,DRNAREA,Drainage Area,7.43,square miles,0.54,4500
327,10-CMIL-3.3,gc1071,2006_Full_Region_1,100,7.44,LAGFACTOR,Lag Factor,0.04,dimensionless,0.004,15.229
328,10-CMIL-3.3,gc1071,2006_Full_Region_1,100,7.44,STORAGE,Percent Storage,2.8,percent,0,28.92
329,10-CMIL-3.3,gc1071,2006_Full_Region_1,100,7.44,FOREST,Percent Forest,89.43,percent,23.83,99.61
330,10-CMIL-3.3,gc1071,2006_Full_Region_1,100,7.44,PRECIP,Mean Annual Precipitation,35.1,inches,29.49,56.1
331,10-CMIL-3.3,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.44,DRNAREA,Drainage Area,7.43,square miles,3.14,4780
332,10-CMIL-3.3,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.44,JUNAVPRE,Mean June Precipitation,3.503,inches,3.59,5.33
333,10-CMIL-3.3,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.44,CENTROIDX,CENTROIDX,625711.4,meters,166000,658000
334,10-CMIL-3.3,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.44,CENTROIDY,CENTROIDY,4839920.9,meters,4560000,4920000
335,10-CMIL-3.3,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.44,CSL1085LO,10-85 slope of lower half of main channel,60.012,feet per mi,1.56,152
336,10-CMIL-3.3,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.44,MAR,Mean Annual Runoff in inches,15.97,inches,11.6,37.4
337,10-CMIL-3.3,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.44,SSURGOB,SSURGO Percent Hydrologic Soil Type B,28.821,percent,1.14,65.7
338,10-CMIL-3.3,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.44,JULAVPRE,Mean July Precipitation,3.883,inches,3.2,5.26
339,10-CMIL-3.3,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.44,MAYAVPRE,Mean May Precipitation,3.722,inches,3.15,5.68
340,10-CMIL-3.3,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.44,PRJUNAUG00,Basin average mean precip for June to August,11.577,inches,10.5,15.5
341,10-CMIL-3.3,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.44,JUNMAXTMP,Maximum June Temperature,76.592,degrees F,68.8,78.8
342,10-CMIL-3.3,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.44,SSURGOA,SSURGO Percent Hydrologic Soil Type A,0.467,percent,0.62,51.2
343,10-CMIL-3.3,gc1734,Statewide_duration_flows_excl_LongIsl_2014_5220,100,7.44,EL1200,Percentage of Basin Above 1200 ft,7.69,percent,0,100
344,10-CMIL-3.3,gc1425,Bankfull_Regions_1_and_2_SIR2009_5144,100,7.44,DRNAREA,Drainage Area,7.43,square miles,0.52,396
345,10-LGLN-0.5,gc1071,2006_Full_Region_1,100,17.0,DRNAREA,Drainage Area,17.0,square miles,0.54,4500
