BASIN,LOCATION,RIVMILE,STATION,COLL_DATE,NAME,CREW,ARRIVETIME,WIDTH,DEPTH,CUR_SPD,TEMP,COND,DO,PERCENT_SAT,PH,CANOPY,SALINITY,SECCHI,EMBEDD,ROCK,RUBBLE,GRAVEL,SAND,SILT,CLAY,ALGAE_S,ALGAE_FIL,ALGAE_D,THICKNESS_D,MACRO,LGS_HAB_BNK,LGS_HAB_MAC,LGS_HAB_SNG,LGS_HAB_SUB,BOTTOM_TYPE,DOM_SUBSTRATE,WTRCLR_DRIVER,PHT_ID_UP,PHT_ID_DWN,EPHEM,PLECOP,TRICH,COLEOP,MEGALOP,ODONATA,CHIR,SIMUL,DECAPOD,GAMMAR,MOLLUSK,OLIGO,OTHERS,FIELD_WQA,HABITAT,NOTES,LANDUSE,SAMP,ORG_FOR_TOXICS,MICROTOX,HAB_PRESENT,PROJECT
07,CCAN,99.8,,7/6/2016,,AC DH JL,1:57:00 PM,60,1.2,,28.7,713,10.11,131.5,7.88,,,0.3,,,,,,,,0,0,,,,,,,,,,,14682457840005.jpg,14682457840006.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Forest,Sampled,0,0,,RIBS_Scr
07,LRNC,84.7,,7/6/2016,,AC DH JL,3:12:00 PM,40,1.6,,24.6,650,11.78,141.8,7.98,,,0,,,,,,,,0,0,,,,,,,,,,,14682457840007.jpg,14682457840008.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Scr
07,SEOS,81.0,,7/6/2016,,AC DH JL,4:11:00 PM,50,1.5,,25.6,732,8.9,111.1,8.25,,,1,,,,,,,,0,0,,,,,,,,,,,14682457840015.jpg,14682457840016.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Scr
07,SEOS,35.9,,7/7/2016,,AC DH JL,11:24:00 AM,70,3.6,,25.7,763,5.71,70.2,7.4,,,1.5,,,,,,,,0,0,,,,,,,,,,,14682457840009.jpg,14682457840010.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,About 1 meter deeper than when set,Residential,Sampled,0,0,,RIBS_Scr
07,SEOS,49.8,,7/7/2016,,AC DH JL,,80,9,,26.7,813,9.41,117.9,8.03,,,0,,,,,,,,0,0,,,,,,,,,,,14682457840011.jpg,14682457840012.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,Deployment on buoy 123 because they are straight side cans; depth a guess because no depth meter or secchi,Residential,Sampled,0,0,,RIBS_Scr
07,SEOS,51.7,,7/7/2016,,AC DH JL,8:36:00 AM,30,1.2,,27.3,842,6.96,88.7,8.02,,,1.2,,,,,,,,0,0,,,,,,,,,,,14682457840013.jpg,14682457840014.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,Water level low,Residential,Sampled,0,0,,RIBS_Scr
07,SEOS,9.3,,7/7/2016,,AC DH JL,10:32:00 AM,55,,,26.5,350.2,8.85,109.6,8.06,,,1.4,,,,,,,,0,0,,,,,,,,,,,14682457840017.jpg,14682457840018.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Scr
07,ALDC,0.1,,7/12/2016,,"LOPE, HEITZ",12:34:00 PM,8,0.2,80,22.1,68,8.5,102,8.1,63,0.03,0,30,20,50,25,5,,,0,1,90,1,0,,,,,,,,14688517040001.jpg,14688517040002.jpg,1,1,1,1,1,0,1,1,1,0,0,0,,Very good,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
07,CANA,23.9,,7/12/2016,,"Chong, Duffy",12:00:00 PM,20,0.2,66,22.2,466,11.3,129,8.3,32.5,0.22,0,50,45,20,10,25,0,0,0,1,100,1,0,,,,,Soft,Silt,Susp algae,14685037830003.jpg,14685037830004.jpg,1,1,1,1,0,1,0,0,1,0,0,0,Amphipoda,Good,,,Residential,Sampled,0,0,,RIBS_Scr
07,CANA,32.8,,7/12/2016,,"Chong, Duffy",1:36:00 PM,7,1,30,24.07,536,9.08,108,8.14,,0.26,0,,,,,,,,1,0,10,,30,2,2,2,2,Soft,Silt,Susp algae,14685037830005.jpg,14685037830006.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Residential,Sampled,0,0,,RIBS_Scr
07,CNCR,0.4,,7/12/2016,,"LOPE, HEITZ",9:50:00 AM,8,0.3,40,19.2,296,7.8,86,7.9,82,0.12,0,20,5,60,25,10,,,0,1,90,1,0,,,,,,,,14688517040005.jpg,14688517040006.jpg,1,1,1,1,1,1,1,1,1,1,0,1,,Good,Adequate,,Residential,Sampled,0,0,,RIBS_Scr
07,CONK,1.0,,7/12/2016,,Mosher smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Sampled,,,,RIBS_Scr
07,CORY,0.3,,7/12/2016,,"Chong, Duffy",2:31:00 PM,0.5,0.5,0,,,,,,100,,0,40,10,30,40,20,0,0,0,0,,,,,,,,,,,14685037830007.jpg,14685037830008.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,Agriculture,Sampled,0,0,,RIBS_Scr
07,EFSH,11.6,,7/12/2016,,"LOPE, HEITZ",10:53:00 AM,20,0.25,75,17.2,62,10.2,107,8,28,0.04,0,30,40,50,8,2,,,0,1,100,1,0,,,,,,,,14688517040011.jpg,14688517040012.jpg,1,1,1,1,1,0,1,0,0,0,0,0,,Very good,Adequate,,Forest,Sampled,0,0,,RAS
07,FLNT,11.1,,7/12/2016,,Duffy chong,3:08:00 PM,4,0.1,45,24.5,674,10.9,130,8.6,75,0.33,0,40,15,50,30,5,0,0,0,0,100,3,0,,,,,,,,14685037830011.jpg,14685037830012.jpg,1,0,1,1,1,0,1,0,1,0,0,0,Atherix,,Adequate,,Residential,Sampled,0,0,,RAS
07,FLNT,3.6,,7/12/2016,,"Chong, Duffy",11:14:00 AM,3,0.1,40,21.1,564,12.8,144,8.6,74,0.27,0,50,30,70,0,0,0,0,0,1,100,2,0,,,,,,,,14685037830013.jpg,14685037830014.jpg,1,0,1,1,0,0,1,1,0,0,0,0,,Good,Adequate,,Agriculture,Sampled,0,0,,RAS
07,GLON,2.0,,7/12/2016,,Mosher smith,12:10:00 PM,4,0.1,43,19.1,265,9.8,106,8.3,46,0.1,0,50,10,30,50,5,5,,0,1,100,1,0,,,,,,,,14685084240011.jpg,14685084240012.jpg,1,1,1,1,1,0,1,0,1,0,0,0,,Good,Adequate,"""Not bad taxa, low, not terrible, right by horses and mule""",Residential,Sampled,0,0,,RAS
07,GNAR,22.2,,7/12/2016,,Duffy chong,12:43:00 PM,15,0.1,35,22.5,1286,13.7,160,8.4,73,0.64,0,50,10,40,35,15,0,0,0,0,100,2,0,,,,,,,,14685037830019.jpg,14685037830020.jpg,0,0,1,1,0,0,1,0,1,0,0,0,Sowbugs,Good,Adequate,Questioned by landowner on way down. Hes ok with us,Residential,Sampled,0,0,,RIBS_Scr
07,GRIM,5.7,,7/12/2016,,Mosher smith,1:22:00 PM,4,1,67,18.6,317,10.1,108,8.4,81,0.2,0,50,5,60,20,0,15,0,0,0,50,1,0,,,,,,,,14685084240013.jpg,14685084240014.jpg,1,1,1,1,1,0,1,0,1,0,0,0,,Very good,Adequate,"""Lots of crayfish, good for ribs. Nice site""",Forest,Sampled,0,0,,RIBS_Scr
07,JACB,1.9,,7/12/2016,,Mosher smith,2:28:00 PM,3,0.2,4,18,730,8.1,85,8.1,1,0.4,0,75,0,10,10,30,40,10,1,0,30,1,10,2,2,0,2,Soft,Silt,Turbidity,14685084240017.jpg,14685084240018.jpg,0,0,1,1,0,1,1,0,0,0,0,0,Hemip,Poor,Other,Low gradient,Agriculture,Sampled,0,1,,RIBS_Scr
07,KDIG,10.4,,7/12/2016,,Mosher smith,3:58:00 PM,0.5,0.1,4,23,503,7.6,88,8.4,7.5,0.2,0,20,0,20,10,10,40,20,0,1,10,1,30,0,2,0,2,Soft,Silt,Turbidity,,14685084240020.jpg,0,0,0,1,0,0,1,0,1,1,0,0,Sow bugs,Very poor,Low flow,"Gross low gradient, low flow, almost dry.",Forest,Sampled,0,1,,RIBS_Scr
07,KEUK,0.3,,7/12/2016,,Mosher smith,2:58:00 PM,15,0.3,114,25,382,9.3,111,8.6,50,0.2,0,50,0,60,30,5,5,0,0,1,40,1,0,,,,,,,,14685084240021.jpg,14685084240022.jpg,1,0,1,1,1,0,1,0,0,0,0,1,Flatworm,Good,Adequate,"Many oligo in net, big megalops, good for shocking and ribs",Commercial,Sampled,0,0,,RIBS_Scr
07,KNDA,1.4,,7/12/2016,,Mosher smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not Sampled,,,,RIBS_Scr
07,LITR,0.2,,7/12/2016,,"LOPE, HEITZ",2:48:00 PM,8,0.6,20,21.8,119,8.3,96,7.6,36,0.05,0,30,,,,,,,0,1,90,1,30,2,2,2,2,Hard,Silt,Turbidity,14688517040015.jpg,14688517040016.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,Other,LGSS,Forest,Sampled,0,1,,RIBS_Scr
07,MITH,3.5,,7/12/2016,,Mosher smith,12:34:00 PM,2,0.2,0,17.6,187,7.9,83,7.5,20,0.1,0,50,15,40,40,,5,,1,1,100,2,0,,,,,,,,14685084240023.jpg,14685084240024.jpg,1,1,1,0,0,1,1,0,0,0,0,0,,,Low flow,"Rip rap, no flow",Residential,Sampled,0,0,,RIBS_Scr
07,MONT,2.6,,7/12/2016,,"Chong, Duffy",5:49:00 PM,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,14685037830023.jpg,14685037830024.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,Didn't sample,,Not Sampled,0,0,,RIBS_Scr
07,OWAS,4.0,,7/12/2016,,duffy chong,5:11:00 PM,12,0.3,70,25.49,466,11.4,139.4,9.05,50,0.22,0,50,5,45,45,5,0,0,0,1,100,2,0,,,,,,,,14685037830029.jpg,14685037830030.jpg,1,1,1,1,0,0,1,0,1,0,0,0,Tipulidae,Good,Adequate,,Residential,Sampled,0,1,,RIBS_Scr
07,REED,0.1,,7/12/2016,,Mosher smith,4:47:00 PM,5,0.1,43,20.8,1004,6.4,71,7.7,88,0.5,0,25,0,40,40,5,15,0,0,1,40,2,0,,,,,,,,14685084240025.jpg,14685084240026.jpg,0,0,0,1,0,1,1,0,0,1,0,0,,Poor,Adequate,Lots of scuds,Residential,Sampled,0,0,,RIBS_Scr
07,REED,2.3,,7/12/2016,,Mosher smith,4:20:00 PM,3,0.1,18,24.3,1027,7.5,90,8.4,,0.5,0,0.25,10,50,25,,15,,0,1,20,1,0,,,,,,,,14685084240027.jpg,14685084240028.jpg,1,1,1,1,0,1,1,0,1,0,0,1,"Sow bugs, flatworms",,Adequate,"Gross, downstream of treatment discharge",Forest,Sampled,0,0,,RIBS_Scr
07,SCRB,0.8,,7/12/2016,,"LOPE, HEITZ",4:19:00 PM,8,0.4,75,22.3,116,8.6,100,7.61,81,,0,40,40,45,10,5,,,0,1,40,0,0,,,,,,,,14688517040025.jpg,14688517040026.jpg,1,1,1,1,1,0,1,1,0,0,0,0,,Very good,Adequate,,Residential,Sampled,0,0,,RIBS_Scr
07,TBLB,0.6,,7/12/2016,,Duffy chong,10:28:00 AM,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,14685037830037.jpg,14685037830038.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,Low flow,No sample. Farm ditch mostly dry,,Not Sampled,0,0,,RIBS_Scr
07,WEFSH,18.4,,7/12/2016,,"LOPE, HEITZ",11:30:00 AM,15,0.3,70,20.3,72,9.3,107,8,0,0.04,0,25,30,50,15,5,,,0,0,90,1,0,,,,,,,,14688517040039.jpg,14688517040040.jpg,1,1,1,1,1,0,1,0,1,0,0,0,,Very good,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
07,WEFSH,25.1,,7/12/2016,,"LOOE, HEITZ",12:12:00 PM,20,0.2,60,22.8,64,9.4,115,8.2,9,0.04,0,10,40,50,8,2,,,0,0,100,1,0,,,,,,,,14688517040041.jpg,14688517040042.jpg,1,1,1,1,1,0,1,0,1,0,0,0,,Very good,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
07,WEFSH,33.3,,7/12/2016,,"LOPE, HEITZ",1:18:00 PM,8,0.15,80,19.5,63,8.9,103,7.63,45,0.04,0,20,25,65,8,2,,,0,0,100,2,0,,,,,,,,14688517040043.jpg,14688517040044.jpg,1,1,1,1,1,0,0,1,1,0,0,0,,Very good,Adequate,,Forest,Sampled,0,0,,RIBS_Scr
07,BLDY,0.1,,7/13/2016,,"Lope,heitz",9:52:00 AM,3.5,0.35,5,20.2,2592,7.1,79,7.9,0,1.3,0,10,0,30,10,50,10,,1,1,100,3,30,2,2,0,2,Hard,Sand,Turbidity,14688517040003.jpg,14688517040004.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,Adequate,Low gradient,Residential,Sampled,0,0,,RIBS_Scr
07,BSWP,1.3,,7/13/2016,,"Chong, Duffy",10:17:00 AM,3,0.1,40,20.23,255,8.26,91.5,8.07,26,0.12,0,40,40,30,20,10,0,0,0,1,100,3,0,,,,,,,,14685037830001.jpg,14685037830002.jpg,1,1,1,1,1,0,1,0,1,0,0,0,,,,Cool waterfall!,Agriculture,Sampled,0,0,,RIBS_Scr
07,CAYG,1.1,,7/13/2016,,Mosher smith,10:49:00 AM,20,0.2,58,21.9,510,8,92,7.9,58,0.3,0,0.45,10,30,50,5,,5,0,1,40,1,0,,,,,,,,14685084240001.jpg,14685084240002.jpg,1,1,1,1,0,1,0,0,1,1,0,1,Tipulida,Good,Adequate,"Nice sote, some scuds and worms though",Forest,Sampled,0,0,,RIBS_Scr
07,CAYG,4.1,,7/13/2016,,Mosher smith,9:36:00 AM,15,0.1,67,20.8,520,9.5,107,8.2,42,0.3,0,25,5,50,40,,5,,0,1,100,2,0,,,,,,,,14685084240003.jpg,14685084240004.jpg,1,1,1,1,0,0,0,0,0,0,0,1,"Tipulid, atherix",,,,Forest,Sampled,0,0,,RIBS_Scr
07,DRYO,0.8,,7/13/2016,,Mosher smith,12:25:00 PM,12,0.1,45,25,263,6.9,82,7.8,86,0.1,0,25,10,60,20,5,5,0,0,1,100,1,0,,,,,,,,14685084240005.jpg,14685084240006.jpg,1,0,1,1,1,0,1,0,0,1,0,0,Tipulidae,Good,Adequate,Nice site,Forest,Sampled,0,0,,RAS
07,DUCH,8.3,,7/13/2016,,duffy chong,9:47:00 AM,2,0.1,40,18.7,519,9,96.1,7.8,65,0.25,0,30,15,35,45,5,0,0,0,1,100,2,0,,,,,,,,14685037830009.jpg,14685037830010.jpg,1,1,1,1,0,0,1,0,0,0,0,0,Tipulidae,Very good,Adequate,,Residential,Sampled,0,0,,RIBS_Scr
07,ELIM,0.2,,7/13/2016,,"Lope,heitz",1:12:00 PM,4,0.18,70,23.2,450,8.9,107,8.3,58,0.22,0,25,20,30,40,8,2,,0,1,100,2,0,,,,,,,,14688517040009.jpg,14688517040010.jpg,1,1,1,1,0,0,1,0,0,0,0,0,Tipulid,Very good,Adequate,Nice bugs. Limestone y  crusted diatom but good bug variety,Agriculture,Sampled,0,0,,RIBS_Scr
07,ENFD,0.2,,7/13/2016,,Mosher smith,9:11:00 AM,18,0.1,37,20.9,453,9.4,105,8.3,32,0.2,0,50,30,40,20,5,,5,0,1,100,3,0,,,,,,,,14685084240007.jpg,14685084240008.jpg,1,1,1,1,0,0,1,0,1,0,0,0,Tipulid,,Adequate,"""Nice stream, lots of periphyton, yoy trout, """,Forest,Sampled,0,0,,RIBS_Scr
07,FALL,0.5,,7/13/2016,,Mosher smith,11:36:00 AM,25,0.2,83,24,418,8.9,105,8.6,3,0.2,0,25,25,40,20,0,10,5,0,1,100,2,0,,,,,,,,14685084240009.jpg,14685084240010.jpg,1,1,1,1,0,0,1,0,1,0,0,1,,Good,Adequate,Gorge waterfall,Forest,Sampled,0,0,,RIBS_Scr
07,FURB,1.1,,7/13/2016,,"Duffy, chong",1:08:00 PM,5,0.1,35,12.1,1550,11.9,112,7.9,95,0.79,0,60,20,35,35,10,0,0,0,1,50,2,0,,,,,,,,14685037830015.jpg,14685037830016.jpg,0,1,1,1,0,0,0,0,0,0,0,0,Scuds tipulidae,Good,Adequate,"""Brook trout yoy in net, amazing combination of shitty urban stream and indicators of good water quality like stoneflies and brook trout """,Commercial,Sampled,0,0,,RIBS_Scr
07,GEDD,1.4,,7/13/2016,,"Chong, Duffy",2:12:00 PM,3,0.3,25,18.03,2267,8.18,87,7.67,75,1.17,0,,,,,,,,0,0,,,,2,2,1,2,Hard,Gravel,,14685037830017.jpg,14685037830018.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,Good,,,Commercial,Sampled,0,0,,RIBS_Scr
07,HARB,0.5,,7/13/2016,,"Chong, Duffy",2:39:00 PM,3,1,,18.71,2435,10.66,114.9,7.9,3,1.26,0,,,,,,,,0,0,100,3,20,,2,,2,,,,14685037830021.jpg,14685037830022.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,Poor,,,Commercial,Sampled,0,1,,RIBS_Scr
07,HENC_T,1.2,,7/13/2016,,Mosher smith,8:35:00 AM,0.8,0.2,0,16.4,406,4.2,42,7.5,0,0.2,0,,0,25,35,20,10,10,0,0,10,1,0,2,0,0,2,Hard,Gravel,Turbidity,14685084240015.jpg,14685084240016.jpg,0,0,0,1,0,0,1,0,1,0,0,0,,Good,Low flow,"Low flow, low gradient, agriculture, large farm upstream, knotweed, bugs not bad.",Agriculture,Sampled,0,0,,RIBS_Scr
07,LEY,2.1,,7/13/2016,,"Lope,heitz",10:32:00 AM,5,0.2,55,24.5,2079,6.9,85,7.7,72,1.06,0,30,25,40,25,5,5,,0,1,100,2,0,,,,,,,,14688517040013.jpg,14688517040014.jpg,0,0,1,1,0,0,1,1,1,1,1,0,Sowbug leeches,,Adequate,Possibly seems slightly better than lasl survey.   Strong sewage odor and black muck,Commercial,Sampled,0,1,,RIBS_Scr
07,NINE,0.7,,7/13/2016,,duffy chong,1:50:00 PM,15,0.7,10,22.2,2743,10.4,120,7.9,15,1.42,0,,,,,,,,0,1,,,10,2,1,1,2,Soft,Silt,Turbidity,14685037830025.jpg,14685037830026.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,Poor,,,Commercial,Sampled,0,0,,RIBS_Scr
07,ONIR_T,1.4,,7/13/2016,,"Lope,heit",8:06:00 AM,1.5,0.14,45,15.5,369,9.4,95,7.66,25,0.18,0,10,0,5,30,60,,5,0,0,50,0,20,,,,,,,,14688517040019.jpg,14688517040020.jpg,1,0,1,0,0,1,1,0,1,1,1,1,,Good,Sand,Farm creek ditch betw fields and house hard bottom and gravely with sandy kick,Agriculture,Sampled,0,0,,RIBS_Scr
07,ONON,1.0,,7/13/2016,,"Chong, Duffy",3:04:00 PM,10,0.3,40,19.7,4932,8.4,93,7.8,11,2.65,0,50,30,40,20,5,0,5,0,1,100,2,0,,,,,,,,14685037830027.jpg,14685037830028.jpg,0,0,0,0,0,0,1,0,0,1,0,0,,Poor,Adequate,,Commercial,Sampled,0,0,,RIBS_Scr
07,SAWM,0.6,,7/13/2016,,"Lope,Heitz",9:14:00 AM,2,0.14,45,20,1836,7.3,82,7.9,50,0.94,0,20,2,58,30,5,5,,0,1,100,2,0,,,,,,,,14688517040021.jpg,14688517040022.jpg,0,0,1,1,0,1,1,1,1,1,0,0,"Leeches,sowbugs",Poor,Adequate,Silty site near highway and commercial residential high conductivity,Residential,Sampled,0,1,,RIBS_Scr
07,SCON,0.9,,7/13/2016,,"LOPE, HEITZ",4:50:00 PM,10,0.2,40,27.7,1293,12,156,8.53,50,0.61,0,20,40,30,,25,5,,0,1,80,0,0,,,,,,,,14688517040023.jpg,14688517040024.jpg,1,0,1,1,1,0,1,0,1,1,1,0,,Good,Bedrock,,Commercial,Sampled,0,0,,RIBS_Scr
07,SKAN,2.2,,7/13/2016,,"Chong, Duffy",8:42:00 AM,8,0.1,55,19.93,980,8.73,96.1,7.96,73,0.49,0,50,0,0,80,20,0,0,0,1,100,3,0,,,,,,,,14685037830033.jpg,14685037830034.jpg,1,1,1,1,1,1,1,0,1,0,1,0,,,,,Agriculture,Sampled,0,0,,RIBS_Scr
07,SKAN_T,1.5,,7/13/2016,,"Chong, Duffy",9:13:00 AM,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,14685037830031.jpg,14685037830032.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Not Sampled,0,0,,RIBS_Scr
07,SKAT,0.2,,7/13/2016,,duffy chong,11:09:00 AM,2,0.1,40,18.2,536,9.4,100,8.1,95,0.26,0,40,25,35,30,10,0,0,0,1,100,2,0,,,,,,,,14685037830035.jpg,14685037830036.jpg,0,1,1,1,0,0,1,0,0,0,0,0,,Good,Adequate,Nice little clean looking headwater with headwater bugs,Residential,Sampled,0,0,,RIBS_Scr
07,SLEY,1.6,,7/13/2016,,"Lope,heitz",12:04:00 PM,2,0.2,45,24.2,2597,8,97,7.84,0,1.34,0,30,0,30,50,20,,,0,1,50,1,20,,,,,,,,14688517040027.jpg,14688517040028.jpg,0,0,1,0,0,0,1,0,1,1,1,0,,Poor,Adequate,Ok but no mayflies marginal wqa but,Commercial,Sampled,0,0,,RIBS_Scr
07,SNDR,1.5,,7/13/2016,,"Lope,heitz",11:18:00 AM,1.5,0.25,50,23,2708,2.6,30,7.27,2,1.41,0,20,0,25,30,30,15,,0,1,100,1,30,2,2,0,2,Soft,Silt,Turbidity,14688517040029.jpg,14688517040030.jpg,0,0,0,0,0,0,0,0,1,0,0,0,,,Adequate,Crawfish in large number. On a low gradient ditch stream low gradient protocol no wga   70 crawfish counted in sample. Removed some for effective. Preservation. Appeared to be all rusticus.,Commercial,Sampled,0,0,,RIBS_Scr
07,SRAG,9.0,,7/13/2016,,"LOPE, HEITZ",3:20:00 PM,5,0.1,70,21.8,1158,8.6,100,7.9,93,0.6,0,30,,30,60,5,5,,0,1,40,0,0,,,,,,,,14688517040031.jpg,14688517040032.jpg,1,1,1,1,0,0,0,0,1,0,0,1,Tipulids,Good,Adequate,,Residential,Sampled,0,0,,RIBS_Scr
07,TCAG,1.0,,7/13/2016,,Mosher smith,10:18:00 AM,0.5,0.1,10,16.1,363,8.1,82,8,97,0.2,0,0.25,20,25,35,5,5,,0,0,0,,0,,,,,,,,14685084240029.jpg,14685084240030.jpg,1,1,1,0,0,0,1,0,0,1,0,0,,Good,Adequate,"Nice small gorge stream, a lot of bedrock",Forest,Sampled,0,0,,RIBS_Scr
07,TCAY,0.8,,7/13/2016,,Mosher smith,9:56:00 AM,2,0.1,32,13.2,494,8.1,77,7.7,97,0.2,0,10,0,50,30,5,10,5,0,0,0,,0,,,,,,,,14685084240031.jpg,14685084240032.jpg,1,1,1,1,0,0,1,0,0,0,0,0,Tipulid,,Adequate,"Nice stream, some DOC, good bugs, cold",Forest,Sampled,0,0,,RIBS_Scr
07,TNOR,1.5,,7/13/2016,,"Chong, Duffy",8:08:00 AM,1,0.1,,18.29,724,6.91,73.1,7.94,100,0.35,0,,,,,,,,0,0,,,,2,1,2,2,Soft,Sand,Turbidity,14685037830039.jpg,14685037830040.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,Adequate,Scud dominated,Agriculture,Sampled,0,0,,RIBS_Scr
07,TOTA,0.8,,7/13/2016,,"LOPE, HEITZ",4:00:00 PM,3,0.15,60,23.7,1404,9.4,114,8.1,87,0.7,0,5,,5,85,10,,,0,1,40,0,0,,,,,,,,14688517040033.jpg,14688517040034.jpg,0,1,1,0,0,0,1,0,1,1,1,1,Leeches,Good,Gravel,"So many gammarus, but stoneflies also. No mayflies could be seen",Commercial,Sampled,0,0,,RIBS_Scr
07,TOTA,4.7,,7/13/2016,,"Lope,heitz",2:31:00 PM,2,0.16,50,23.5,1292,8.3,100,8.02,48,0.64,0,25,20,50,25,5,,,0,1,80,1,0,,,,,,,,14688517040035.jpg,14688517040036.jpg,0,0,0,1,0,1,1,0,1,1,1,0,,Poor,Adequate,Lot of filter feed caddis. Lot of filamentous Odor from large cafo sileage storage,Agriculture,Sampled,0,1,,RIBS_Scr
07,TOTA,8.2,,7/13/2016,,"LOPE, HEITZ",2:14:00 PM,,,,,,,,,,,0,,,,,,,,0,0,,,,,,,,,,,14688517040037.jpg,14688517040038.jpg,0,0,0,0,0,0,0,0,0,0,0,0,,,,No sample.  DRY,,Not Sampled,0,0,,RIBS_Scr
07,WONN,2.1,,7/13/2016,,"Chong, Duffy",12:00:00 PM,3,0.1,60,25.66,631,7.33,90,7.72,15,,0,65,0,15,60,10,15,0,0,1,100,3,0,,,,,,,,14685037830041.jpg,14685037830042.jpg,0,0,1,0,0,0,1,0,1,0,0,0,,Poor,Adequate,,Agriculture,Sampled,0,0,,RIBS_Scr
07,YAWG,2.3,,7/13/2016,,Mosher smith,2:26:00 PM,15,0.1,44,15.3,1373,9.3,93,7.4,53,0.7,0,50,5,70,15,,5,5,0,1,100,4,0,,,,,,,,14685084240033.jpg,14685084240034.jpg,1,0,0,1,0,0,1,0,0,0,0,0,,Poor,Adequate,Dense mats pf algae trout in downstream pool,Forest,Sampled,0,0,,RIBS_Scr
07,YAWG_N,0.2,,7/13/2016,,Mosher smith,2:46:00 PM,3,0.1,43,23.7,711,9.6,113,8.1,73,0.4,0,50,0,70,15,5,5,5,0,1,100,3,0,,,,,,,,14685084240035.jpg,14685084240036.jpg,0,0,1,1,1,0,1,0,1,1,0,0,,Poor,Adequate,"Gross like downstream site, many scuds",Forest,Sampled,0,0,,RIBS_Scr
07,COWA_T,0.9,,7/14/2016,,"LOPE, HEITZ",8:55:00 AM,3,3,10,22,551,4.8,57,7.69,60,0.27,0,,,,,,,,0,0,,,10,2,2,2,2,Very soft,Silt,Turbidity,14688517040007.jpg,14688517040008.jpg,0,0,0,0,0,0,0,0,1,0,0,0,,,Low flow,"Heavy rains previous night. Oil sheen on water, could be from National Grid working on power lines that fell in storm. Small YOY smallmouth bass",Residential,Sampled,0,1,,RIBS_Scr
07,ONEI,8.6,,7/14/2016,,"LOPE, HEITZ",8:15:00 AM,15,0.5,40,22.8,825,5.2,60,7.93,40,0.4,0,5,,10,75,15,,,0,1,,,0,,,,,,,,14688517040017.jpg,14688517040018.jpg,1,0,1,1,0,0,1,0,0,1,1,1,,Good,Other,Water in Oneida Ck very high from heavy rain the previous night. Moved site to closed bridge at end of Williams St (Oneida St) YSI readings taken from shore,Residential,Sampled,0,0,,RIBS_Scr
07,CRAN,20.3,,7/26/2016,,"Mosher, Chong",5:53:00 PM,2,0.1,5,22.6,574,5.4,64,8.09,100,0.28,0,50,,,,,,,0,1,100,1,0,,,,,,,,14696451550005.jpg,14696451550006.jpg,1,0,1,1,0,0,1,0,1,0,0,0,Tipulidae,Good,,No flowing water,Agriculture,Sampled,0,0,,RIBS_Scr
07,LILS,2.3,,7/26/2016,,"Chong, Mosher",3:30:00 PM,3,0.2,25,22.2,606,7.9,93,8.07,41,0.29,0,30,,,,,,,0,1,100,1,0,,,,,,,,14696451550009.jpg,14696451550010.jpg,1,0,1,1,0,0,0,0,0,0,0,1,Tipulidae,,,"Good site, similar to others, small, fish trap under bridge",Residential,Sampled,0,0,,RIBS_Scr
07,SMON,1.4,,7/26/2016,,"Chong, Mosher",12:00:00 PM,4,0.1,25,27.1,566,10.2,132,8.3,36,0.27,0,,,,,,,,0,1,100,2,0,,,,,,,,14696451550011.jpg,14696451550012.jpg,1,1,1,1,0,0,1,0,1,0,0,0,Tipulidae,Good,,Yoy trout,Residential,Sampled,0,0,,RIBS_Scr
