row_index,instance_id,EVENT_SMAS_ID,MFDH_EVENT_SMAS_HISTORY_ID,BASIN,LOCATION,RIVERMILE,MFDH_EVENT_SMAS_SAMPLE_DATE,MFDH_BIOSAMPLE_COLLECT_METHOD,MFDH_BIOSAMP_COL_METHOD_NOTE,MFDH_EPHEMEROPTERA,MFDH_PLECOPTERA,MFDH_TRICHOPTERA,MFDH_COLEOPTERA,MFDH_MEGALOPTERA,MFDH_ODONATA,MFDH_CHIRONOMIDAE,MFDH_SIMULIIDAE,MFDH_DECAPODS,MFDH_GAMMARIDAE,MFDH_MOLLUSCA,MFDH_OLIGOCHAETA,MFDH_TIPULIDAE,MFDH_OTHERS,MFDH_OTHER,MFDH_FIELD_WATER_QLTY,MFDH_HABITAT,MFDH_LGS_HABITAT_BANK,MFDH_LGS_HABITAT_MACROPHYTE,MFDH_LGS_HABITAT_SNAG,MFDH_LGS_HABITAT_SUBSTRATE,MFDH_BOTTOM_TYPE,MFDH_DOMINANT_SUBSTRATE,MFDH_WATER_CLARITY_DRIVER,MFDH_MACRO_COMMENT
100,04-GENS-10.5_19801001_100,04-GENS-10.5_19801001,04-GENS-10.5,04,GENS,10.5,10/01/1980,Unknown,,T,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
101,04-GENS-12.3_19801001_101,04-GENS-12.3_19801001,04-GENS-12.3,04,GENS,12.3,10/01/1980,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
102,07-SXML-0.7_19801001_102,07-SXML-0.7_19801001,07-SXML-0.7,07,SXML,0.7,10/01/1980,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
103,07-TGHN-0.8_19801001_103,07-TGHN-0.8_19801001,07-TGHN-0.8,07,TGHN,0.8,10/01/1980,Unknown,,F,F,T,F,F,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
104,07-YAWG_N-0.2_19801001_104,07-YAWG_N-0.2_19801001,07-YAWG_N-0.2,07,YAWG_N,0.2,10/01/1980,Unknown,,F,F,T,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
105,04-GENS-15.1_19801002_105,04-GENS-15.1_19801002,04-GENS-15.1,04,GENS,15.1,10/02/1980,Unknown,,T,F,F,F,F,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
106,04-GENS-35.1_19801002_106,04-GENS-35.1_19801002,04-GENS-35.1,04,GENS,35.1,10/02/1980,Unknown,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
107,04-GENS-35.1_19801002_107,04-GENS-35.1_19801002,04-GENS-35.1,04,GENS,35.1,10/02/1980,Unknown,,F,T,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
108,14-DELA-45.2_19810609_108,14-DELA-45.2_19810609,14-DELA-45.2,14,DELA,45.2,06/09/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
109,14-DELA-50.4_19810609_109,14-DELA-50.4_19810609,14-DELA-50.4,14,DELA,50.4,06/09/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
110,14-DELA-59.2_19810609_110,14-DELA-59.2_19810609,14-DELA-59.2,14,DELA,59.2,06/09/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
111,14-DELA-70.1_19810609_111,14-DELA-70.1_19810609,14-DELA-70.1,14,DELA,70.1,06/09/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
112,14-EDEL-0.8_19810609_112,14-EDEL-0.8_19810609,14-EDEL-0.8,14,EDEL,0.8,06/09/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
113,14-WDEL-1.3_19810609_113,14-WDEL-1.3_19810609,14-WDEL-1.3,14,WDEL,1.3,06/09/1981,Not_Sampled,,T,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
114,14-WDEL-9.5_19810609_114,14-WDEL-9.5_19810609,14-WDEL-9.5,14,WDEL,9.5,06/09/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
115,14-WDEL-16.2_19810609_115,14-WDEL-16.2_19810609,14-WDEL-16.2,14,WDEL,16.2,06/09/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
116,14-DELA-1.8_19810610_116,14-DELA-1.8_19810610,14-DELA-1.8,14,DELA,1.8,06/10/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
117,14-DELA-3.2_19810610_117,14-DELA-3.2_19810610,14-DELA-3.2,14,DELA,3.2,06/10/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
118,14-DELA-11.6_19810610_118,14-DELA-11.6_19810610,14-DELA-11.6,14,DELA,11.6,06/10/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
119,14-DELA-24.2_19810610_119,14-DELA-24.2_19810610,14-DELA-24.2,14,DELA,24.2,06/10/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
120,14-DELA-24.3_19810610_120,14-DELA-24.3_19810610,14-DELA-24.3,14,DELA,24.3,06/10/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
121,14-DELA-31.2_19810610_121,14-DELA-31.2_19810610,14-DELA-31.2,14,DELA,31.2,06/10/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
122,14-DELA-36.5_19810610_122,14-DELA-36.5_19810610,14-DELA-36.5,14,DELA,36.5,06/10/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
123,03-WCAN-66.1_19810622_123,03-WCAN-66.1_19810622,03-WCAN-66.1,03,WCAN,66.1,06/22/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
124,03-WCAN-73.0_19810622_124,03-WCAN-73.0_19810622,03-WCAN-73.0,03,WCAN,73.0,06/22/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
125,02-ALGY-37.4_19810623_125,02-ALGY-37.4_19810623,02-ALGY-37.4,02,ALGY,37.4,06/23/1981,Not_Sampled,,T,T,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
126,01-WCAN-5.1_19810623_126,01-WCAN-5.1_19810623,01-WCAN-5.1,01,WCAN,5.1,06/23/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
127,01-WCAN-10.4_19810623_127,01-WCAN-10.4_19810623,01-WCAN-10.4,01,WCAN,10.4,06/23/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
128,03-WCAN-13.0_19810623_128,03-WCAN-13.0_19810623,03-WCAN-13.0,03,WCAN,13.0,06/23/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
129,03-WCAN-20.0_19810623_129,03-WCAN-20.0_19810623,03-WCAN-20.0,03,WCAN,20.0,06/23/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
130,03-WCAN-25.6_19810623_130,03-WCAN-25.6_19810623,03-WCAN-25.6,03,WCAN,25.6,06/23/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
131,03-WCAN-32.4_19810623_131,03-WCAN-32.4_19810623,03-WCAN-32.4,03,WCAN,32.4,06/23/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
132,03-WCAN-40.4_19810623_132,03-WCAN-40.4_19810623,03-WCAN-40.4,03,WCAN,40.4,06/23/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
133,03-WCAN-47.1_19810623_133,03-WCAN-47.1_19810623,03-WCAN-47.1,03,WCAN,47.1,06/23/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
134,03-WCAN-51.8_19810623_134,03-WCAN-51.8_19810623,03-WCAN-51.8,03,WCAN,51.8,06/23/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
135,03-WCAN-58.4_19810623_135,03-WCAN-58.4_19810623,03-WCAN-58.4,03,WCAN,58.4,06/23/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
136,02-ALGY-42.0_19810624_136,02-ALGY-42.0_19810624,02-ALGY-42.0,02,ALGY,42.0,06/24/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
137,02-ALGY-44.5_19810624_137,02-ALGY-44.5_19810624,02-ALGY-44.5,02,ALGY,44.5,06/24/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
138,02-ALGY-49.5_19810624_138,02-ALGY-49.5_19810624,02-ALGY-49.5,02,ALGY,49.5,06/24/1981,Not_Sampled,,F,F,F,F,F,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
139,02-OLEA-1.0_19810624_139,02-OLEA-1.0_19810624,02-OLEA-1.0,02,OLEA,1.0,06/24/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
140,02-ALGY-9.4_19810625_140,02-ALGY-9.4_19810625,02-ALGY-9.4,02,ALGY,9.4,06/25/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
141,02-ALGY-21.1_19810625_141,02-ALGY-21.1_19810625,02-ALGY-21.1,02,ALGY,21.1,06/25/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
142,02-ALGY-28.6_19810625_142,02-ALGY-28.6_19810625,02-ALGY-28.6,02,ALGY,28.6,06/25/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
143,02-ALGY-33.1_19810625_143,02-ALGY-33.1_19810625,02-ALGY-33.1,02,ALGY,33.1,06/25/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
144,02-TUNG-7.1_19810625_144,02-TUNG-7.1_19810625,02-TUNG-7.1,02,TUNG,7.1,06/25/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
145,14-DELA-45.2_19810714_145,14-DELA-45.2_19810714,14-DELA-45.2,14,DELA,45.2,07/14/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
146,14-DELA-50.4_19810714_146,14-DELA-50.4_19810714,14-DELA-50.4,14,DELA,50.4,07/14/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
147,14-DELA-59.2_19810714_147,14-DELA-59.2_19810714,14-DELA-59.2,14,DELA,59.2,07/14/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
148,14-DELA-70.1_19810714_148,14-DELA-70.1_19810714,14-DELA-70.1,14,DELA,70.1,07/14/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
149,14-EDEL-0.8_19810714_149,14-EDEL-0.8_19810714,14-EDEL-0.8,14,EDEL,0.8,07/14/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
150,14-WDEL-1.3_19810714_150,14-WDEL-1.3_19810714,14-WDEL-1.3,14,WDEL,1.3,07/14/1981,Not_Sampled,,T,F,F,F,F,F,F,F,F,F,F,F,F,T,X,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
151,14-WDEL-9.5_19810714_151,14-WDEL-9.5_19810714,14-WDEL-9.5,14,WDEL,9.5,07/14/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
152,14-WDEL-16.2_19810714_152,14-WDEL-16.2_19810714,14-WDEL-16.2,14,WDEL,16.2,07/14/1981,Not_Sampled,,F,F,F,F,F,F,T,F,F,F,F,F,F,T,X,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
153,14-DELA-1.8_19810715_153,14-DELA-1.8_19810715,14-DELA-1.8,14,DELA,1.8,07/15/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
154,14-DELA-3.2_19810715_154,14-DELA-3.2_19810715,14-DELA-3.2,14,DELA,3.2,07/15/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
155,14-DELA-11.6_19810715_155,14-DELA-11.6_19810715,14-DELA-11.6,14,DELA,11.6,07/15/1981,Not_Sampled,,F,F,F,F,F,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
156,14-DELA-24.2_19810715_156,14-DELA-24.2_19810715,14-DELA-24.2,14,DELA,24.2,07/15/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
157,14-DELA-24.3_19810715_157,14-DELA-24.3_19810715,14-DELA-24.3,14,DELA,24.3,07/15/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
158,14-DELA-31.2_19810715_158,14-DELA-31.2_19810715,14-DELA-31.2,14,DELA,31.2,07/15/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
159,14-DELA-36.5_19810715_159,14-DELA-36.5_19810715,14-DELA-36.5,14,DELA,36.5,07/15/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
160,03-WCAN-47.1_19810727_160,03-WCAN-47.1_19810727,03-WCAN-47.1,03,WCAN,47.1,07/27/1981,Not_Sampled,,T,F,T,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
161,03-WCAN-51.8_19810727_161,03-WCAN-51.8_19810727,03-WCAN-51.8,03,WCAN,51.8,07/27/1981,Not_Sampled,,T,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
162,03-WCAN-58.4_19810727_162,03-WCAN-58.4_19810727,03-WCAN-58.4,03,WCAN,58.4,07/27/1981,Not_Sampled,,T,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
163,03-WCAN-66.1_19810727_163,03-WCAN-66.1_19810727,03-WCAN-66.1,03,WCAN,66.1,07/27/1981,Not_Sampled,,T,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
164,03-WCAN-73.0_19810727_164,03-WCAN-73.0_19810727,03-WCAN-73.0,03,WCAN,73.0,07/27/1981,Unknown,,T,F,T,F,F,F,F,F,F,T,F,F,F,T,X,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
165,01-WCAN-5.1_19810728_165,01-WCAN-5.1_19810728,01-WCAN-5.1,01,WCAN,5.1,07/28/1981,Not_Sampled,,F,F,F,F,F,F,T,F,F,T,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
166,01-WCAN-10.4_19810728_166,01-WCAN-10.4_19810728,01-WCAN-10.4,01,WCAN,10.4,07/28/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,T,F,T,F,T,X,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
167,03-WCAN-20.0_19810728_167,03-WCAN-20.0_19810728,03-WCAN-20.0,03,WCAN,20.0,07/28/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
168,03-WCAN-25.6_19810728_168,03-WCAN-25.6_19810728,03-WCAN-25.6,03,WCAN,25.6,07/28/1981,Not_Sampled,,T,F,T,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
169,03-WCAN-32.4_19810728_169,03-WCAN-32.4_19810728,03-WCAN-32.4,03,WCAN,32.4,07/28/1981,Not_Sampled,,T,F,T,F,F,F,F,F,F,F,F,F,F,T,X,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
170,03-WCAN-40.4_19810728_170,03-WCAN-40.4_19810728,03-WCAN-40.4,03,WCAN,40.4,07/28/1981,Not_Sampled,,T,F,T,F,F,F,F,F,F,F,F,F,F,T,X,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
171,02-ALGY-33.1_19810729_171,02-ALGY-33.1_19810729,02-ALGY-33.1,02,ALGY,33.1,07/29/1981,Not_Sampled,,T,F,T,F,F,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
172,02-ALGY-37.4_19810729_172,02-ALGY-37.4_19810729,02-ALGY-37.4,02,ALGY,37.4,07/29/1981,Not_Sampled,,F,F,T,F,F,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
173,02-ALGY-42.0_19810729_173,02-ALGY-42.0_19810729,02-ALGY-42.0,02,ALGY,42.0,07/29/1981,Not_Sampled,,F,F,T,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
174,02-ALGY-44.5_19810729_174,02-ALGY-44.5_19810729,02-ALGY-44.5,02,ALGY,44.5,07/29/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
175,02-ALGY-49.5_19810729_175,02-ALGY-49.5_19810729,02-ALGY-49.5,02,ALGY,49.5,07/29/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
176,02-OLEA-1.0_19810729_176,02-OLEA-1.0_19810729,02-OLEA-1.0,02,OLEA,1.0,07/29/1981,Not_Sampled,,F,F,T,F,F,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
177,02-ALGY-9.4_19810730_177,02-ALGY-9.4_19810730,02-ALGY-9.4,02,ALGY,9.4,07/30/1981,Not_Sampled,,T,F,T,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
178,02-ALGY-21.1_19810730_178,02-ALGY-21.1_19810730,02-ALGY-21.1,02,ALGY,21.1,07/30/1981,Not_Sampled,,T,F,T,F,F,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
179,02-ALGY-28.6_19810730_179,02-ALGY-28.6_19810730,02-ALGY-28.6,02,ALGY,28.6,07/30/1981,Not_Sampled,,T,F,T,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
180,02-TUNG-7.1_19810730_180,02-TUNG-7.1_19810730,02-TUNG-7.1,02,TUNG,7.1,07/30/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
181,14-DELA-45.2_19810818_181,14-DELA-45.2_19810818,14-DELA-45.2,14,DELA,45.2,08/18/1981,Not_Sampled,,F,T,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
182,14-DELA-50.4_19810818_182,14-DELA-50.4_19810818,14-DELA-50.4,14,DELA,50.4,08/18/1981,Not_Sampled,,F,T,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
183,14-DELA-59.2_19810818_183,14-DELA-59.2_19810818,14-DELA-59.2,14,DELA,59.2,08/18/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
184,14-DELA-70.1_19810818_184,14-DELA-70.1_19810818,14-DELA-70.1,14,DELA,70.1,08/18/1981,Not_Sampled,,T,T,T,F,F,T,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
185,14-EDEL-0.8_19810818_185,14-EDEL-0.8_19810818,14-EDEL-0.8,14,EDEL,0.8,08/18/1981,Not_Sampled,,T,T,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
186,14-WDEL-1.3_19810818_186,14-WDEL-1.3_19810818,14-WDEL-1.3,14,WDEL,1.3,08/18/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
187,14-WDEL-9.5_19810818_187,14-WDEL-9.5_19810818,14-WDEL-9.5,14,WDEL,9.5,08/18/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
188,14-WDEL-16.2_19810818_188,14-WDEL-16.2_19810818,14-WDEL-16.2,14,WDEL,16.2,08/18/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
189,14-DELA-1.8_19810819_189,14-DELA-1.8_19810819,14-DELA-1.8,14,DELA,1.8,08/19/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
190,14-DELA-3.2_19810819_190,14-DELA-3.2_19810819,14-DELA-3.2,14,DELA,3.2,08/19/1981,Not_Sampled,,T,F,T,F,F,F,F,T,F,T,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
191,14-DELA-11.6_19810819_191,14-DELA-11.6_19810819,14-DELA-11.6,14,DELA,11.6,08/19/1981,Not_Sampled,,T,F,F,F,T,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
192,14-DELA-24.2_19810819_192,14-DELA-24.2_19810819,14-DELA-24.2,14,DELA,24.2,08/19/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,T,X,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
193,14-DELA-24.3_19810819_193,14-DELA-24.3_19810819,14-DELA-24.3,14,DELA,24.3,08/19/1981,Not_Sampled,,F,F,F,F,F,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
194,14-DELA-31.2_19810819_194,14-DELA-31.2_19810819,14-DELA-31.2,14,DELA,31.2,08/19/1981,Not_Sampled,,F,F,T,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
195,14-DELA-36.5_19810819_195,14-DELA-36.5_19810819,14-DELA-36.5,14,DELA,36.5,08/19/1981,Not_Sampled,,T,T,T,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
196,03-WCAN-58.4_19810831_196,03-WCAN-58.4_19810831,03-WCAN-58.4,03,WCAN,58.4,08/31/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
197,03-WCAN-66.1_19810831_197,03-WCAN-66.1_19810831,03-WCAN-66.1,03,WCAN,66.1,08/31/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
198,03-WCAN-73.0_19810831_198,03-WCAN-73.0_19810831,03-WCAN-73.0,03,WCAN,73.0,08/31/1981,Unknown,,T,F,T,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
199,01-WCAN-5.1_19810901_199,01-WCAN-5.1_19810901,01-WCAN-5.1,01,WCAN,5.1,09/01/1981,Not_Sampled,,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
200,01-WCAN-10.4_19810901_200,01-WCAN-10.4_19810901,01-WCAN-10.4,01,WCAN,10.4,09/01/1981,Not_Sampled,,F,F,F,F,F,F,T,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
201,03-WCAN-13.0_19810901_201,03-WCAN-13.0_19810901,03-WCAN-13.0,03,WCAN,13.0,09/01/1981,Not_Sampled,,T,F,F,F,F,T,F,F,F,F,F,F,F,F,,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA,
