row_index,HFDH_EVENT_SMAS_HISTORY_ID,BASIN,LOCATION,RIVERMILE,HFDH_EVENT_SMAS_SAMPLE_DATE,HFDH_GRADIENT,HFDH_EPIFAUNAL_COVER,HFDH_EMBEDDEDNESS_POOLING,HFDH_VELOCITY_DEPTH_REGIME,HFDH_SEDIMENT_DEPOSITION,HFDH_FLOW_STATUS,HFDH_CHANNEL_ALTERATION,HFDH_RIFFLE_BEND_FREQUENCY,HFDH_LEFT_BANK_STABILITY,HFDH_RIGHT_BANK_STABILITY,HFDH_LEFT_BANK_VEG,HFDH_RIGHT_BANK_VEG,HFDH_LEFT_BANK_VEG_ZONE,HFDH_RIGHT_BANK_VEG_ZONE,HFDH_HABITAT_COMMENT,instance_id,EVENT_SMAS_ID
144,06-NANG-49.3,06,NANG,49.3,08/05/2008,High,12,6,11,14,16,17,6,8,8,9,9,6,6,,06-NANG-49.3_20080805_144,06-NANG-49.3_20080805
145,06-NANG-66.3,06,NANG,66.3,08/05/2008,High,15,11,18,7,15,12,10,9,9,9,9,9,9,,06-NANG-66.3_20080805_145,06-NANG-66.3_20080805
146,06-NANG_T73-0.4,06,NANG_T73,0.4,08/05/2008,High,17,15,10,15,17,15,19,9,9,9,9,3,2,,06-NANG_T73-0.4_20080805_146,06-NANG_T73-0.4_20080805
147,06-NANG_W-0.3,06,NANG_W,0.3,08/05/2008,High,20,20,15,9,20,20,5,8,8,10,10,9,2,,06-NANG_W-0.3_20080805_147,06-NANG_W-0.3_20080805
148,06-NANT_E-6.3,06,NANT_E,6.3,08/05/2008,High,16,16,9,13,10,18,16,4,8,5,7,1,5,,06-NANT_E-6.3_20080805_148,06-NANT_E-6.3_20080805
149,06-NING-5.1,06,NING,5.1,08/05/2008,High,-9999,12,14,16,19,17,10,9,9,10,10,5,9,,06-NING-5.1_20080805_149,06-NING-5.1_20080805
150,06-OTSE-0.4,06,OTSE,0.4,08/05/2008,High,7,7,5,15,17,16,20,-9999,-9999,6,8,2,8,,06-OTSE-0.4_20080805_150,06-OTSE-0.4_20080805
151,06-OTSL-8.3,06,OTSL,8.3,08/05/2008,High,18,16,10,17,19,17,16,9,9,6,10,5,10,,06-OTSL-8.3_20080805_151,06-OTSL-8.3_20080805
152,06-OTSL-35.1,06,OTSL,35.1,08/05/2008,High,16,20,15,19,20,20,5,10,8,10,9,3,10,,06-OTSL-35.1_20080805_152,06-OTSL-35.1_20080805
153,06-OTTC-4.6,06,OTTC,4.6,08/05/2008,High,18,16,14,14,9,18,15,3,1,4,3,2,2,,06-OTTC-4.6_20080805_153,06-OTTC-4.6_20080805
154,06-OWGO_W-2.5,06,OWGO_W,2.5,08/05/2008,High,11,16,13,10,15,13,11,8,6,7,7,10,10,,06-OWGO_W-2.5_20080805_154,06-OWGO_W-2.5_20080805
155,06-PANE-8.6,06,PANE,8.6,08/05/2008,Low,17,9,-9999,15,11,12,12,9,9,9,9,5,5,,06-PANE-8.6_20080805_155,06-PANE-8.6_20080805
156,06-PAYN-0.4,06,PAYN,0.4,08/05/2008,Low,14,16,17,17,17,16,9,9,7,9,8,6,6,,06-PAYN-0.4_20080805_156,06-PAYN-0.4_20080805
157,06-PAYN_T3-1.0,06,PAYN_T3,1.0,08/05/2008,Low,14,14,9,15,17,16,6,9,9,9,9,7,7,,06-PAYN_T3-1.0_20080805_157,06-PAYN_T3-1.0_20080805
158,06-PLES-1.2,06,PLES,1.2,08/05/2008,High,17,12,10,13,18,15,20,9,9,10,9,8,4,,06-PLES-1.2_20080805_158,06-PLES-1.2_20080805
159,06-PLSN-5.8,06,PLSN,5.8,08/05/2008,High,17,16,13,12,10,12,18,8,8,9,9,10,10,,06-PLSN-5.8_20080805_159,06-PLSN-5.8_20080805
160,06-SLEB-0.3,06,SLEB,0.3,08/05/2008,High,18,20,20,13,18,15,16,7,9,9,9,5,10,,06-SLEB-0.3_20080805_160,06-SLEB-0.3_20080805
161,06-SLEB-0.9,06,SLEB,0.9,08/05/2008,High,5,11,10,15,20,11,15,-9999,-9999,5,7,0,1,,06-SLEB-0.9_20080805_161,06-SLEB-0.9_20080805
162,06-TOGH-29.8,06,TOGH,29.8,08/05/2008,High,-9999,16,16,16,18,19,14,9,9,9,9,7,5,,06-TOGH-29.8_20080805_162,06-TOGH-29.8_20080805
163,06-TOGH_E-0.1,06,TOGH_E,0.1,08/05/2008,High,12,15,14,16,18,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,,06-TOGH_E-0.1_20080805_163,06-TOGH_E-0.1_20080805
164,06-TOGH_W-0.5,06,TOGH_W,0.5,08/05/2008,High,11,11,13,13,17,18,15,9,9,9,9,3,3,,06-TOGH_W-0.5_20080805_164,06-TOGH_W-0.5_20080805
165,06-TROS-0.5,06,TROS,0.5,08/05/2008,High,12,11,14,16,17,19,18,6,9,7,9,10,7,,06-TROS-0.5_20080805_165,06-TROS-0.5_20080805
166,06-BALL-0.4,06,BALL,0.4,08/06/2008,High,10,11,6,9,13,6,6,2,2,1,1,1,3,,06-BALL-0.4_20080806_166,06-BALL-0.4_20080806
167,06-BEVR-1.5,06,BEVR,1.5,08/06/2008,High,5,15,12,17,12,7,16,5,5,5,5,2,2,,06-BEVR-1.5_20080806_167,06-BEVR-1.5_20080806
168,06-BTNT-2.8,06,BTNT,2.8,08/06/2008,High,15,15,20,15,19,15,17,5,5,6,5,1,7,,06-BTNT-2.8_20080806_168,06-BTNT-2.8_20080806
169,06-BTNT-16.0,06,BTNT,16.0,08/06/2008,High,13,6,15,11,11,12,16,6,8,7,9,6,6,,06-BTNT-16.0_20080806_169,06-BTNT-16.0_20080806
170,06-BTNT-20.6,06,BTNT,20.6,08/06/2008,High,10,10,15,16,14,13,15,8,8,6,8,7,7,,06-BTNT-20.6_20080806_170,06-BTNT-20.6_20080806
171,06-BVIL-2.2,06,BVIL,2.2,08/06/2008,High,15,20,20,-9999,15,15,20,9,8,9,9,10,10,,06-BVIL-2.2_20080806_171,06-BVIL-2.2_20080806
172,06-CARR-1.9,06,CARR,1.9,08/06/2008,High,15,15,15,20,10,15,17,8,9,8,9,10,10,,06-CARR-1.9_20080806_172,06-CARR-1.9_20080806
173,06-CATA-1.7,06,CATA,1.7,08/06/2008,High,16,16,18,16,16,16,15,9,9,9,9,8,7,,06-CATA-1.7_20080806_173,06-CATA-1.7_20080806
174,06-CSTL-0.9,06,CSTL,0.9,08/06/2008,High,14,13,13,15,8,13,14,6,4,7,7,3,3,,06-CSTL-0.9_20080806_174,06-CSTL-0.9_20080806
175,06-CSTL-1.9,06,CSTL,1.9,08/06/2008,High,7,13,11,11,10,20,11,8,4,9,6,9,9,,06-CSTL-1.9_20080806_175,06-CSTL-1.9_20080806
176,06-DILA-5.4,06,DILA,5.4,08/06/2008,High,20,-9999,20,17,20,16,20,10,10,8,10,10,10,,06-DILA-5.4_20080806_176,06-DILA-5.4_20080806
177,06-ELLS-1.0,06,ELLS,1.0,08/06/2008,High,19,17,18,16,15,18,18,7,9,9,9,5,5,,06-ELLS-1.0_20080806_177,06-ELLS-1.0_20080806
178,06-FLIC_T7-3.8,06,FLIC_T7,3.8,08/06/2008,Low,18,11,9,16,16,16,16,9,9,9,9,7,7,,06-FLIC_T7-3.8_20080806_178,06-FLIC_T7-3.8_20080806
179,06-FLYD-0.3,06,FLYD,0.3,08/06/2008,High,6,11,10,15,4,17,16,9,9,8,8,2,5,,06-FLYD-0.3_20080806_179,06-FLYD-0.3_20080806
180,06-FLYD-3.9,06,FLYD,3.9,08/06/2008,High,20,14,13,15,10,20,20,-9999,-9999,9,3,10,10,,06-FLYD-3.9_20080806_180,06-FLYD-3.9_20080806
181,06-GREA-0.7,06,GREA,0.7,08/06/2008,High,10,10,14,16,14,13,17,5,7,6,6,7,7,,06-GREA-0.7_20080806_181,06-GREA-0.7_20080806
182,06-HAYD-2.8,06,HAYD,2.8,08/06/2008,High,11,10,16,16,15,15,19,8,9,9,9,9,9,,06-HAYD-2.8_20080806_182,06-HAYD-2.8_20080806
183,06-HYDE-0.9,06,HYDE,0.9,08/06/2008,High,12,6,15,16,14,14,16,8,8,8,8,6,6,,06-HYDE-0.9_20080806_183,06-HYDE-0.9_20080806
184,06-KNTB-6.0,06,KNTB,6.0,08/06/2008,High,10,19,10,15,4,20,10,10,10,10,10,8,10,,06-KNTB-6.0_20080806_184,06-KNTB-6.0_20080806
185,06-LCHO-2.0,06,LCHO,2.0,08/06/2008,High,10,13,12,13,19,4,11,9,9,3,3,2,2,,06-LCHO-2.0_20080806_185,06-LCHO-2.0_20080806
186,06-MLBO-0.3,06,MLBO,0.3,08/06/2008,High,16,13,10,19,19,20,20,10,10,10,10,2,10,,06-MLBO-0.3_20080806_186,06-MLBO-0.3_20080806
187,06-NANG-0.7,06,NANG,0.7,08/06/2008,Low,16,19,10,17,19,13,8,9,9,6,5,3,6,,06-NANG-0.7_20080806_187,06-NANG-0.7_20080806
188,06-NANT-0.6,06,NANT,0.6,08/06/2008,High,16,15,11,18,14,14,16,9,9,8,8,6,8,,06-NANT-0.6_20080806_188,06-NANT-0.6_20080806
189,06-OTGO_T30-2.7,06,OTGO_T30,2.7,08/06/2008,High,19,6,10,16,16,16,19,9,9,9,9,7,10,,06-OTGO_T30-2.7_20080806_189,06-OTGO_T30-2.7_20080806
190,06-OTGO_W-0.5,06,OTGO_W,0.5,08/06/2008,High,13,8,17,16,15,16,17,7,8,10,8,8,6,,06-OTGO_W-0.5_20080806_190,06-OTGO_W-0.5_20080806
191,06-OWGO-0.3,06,OWGO,0.3,08/06/2008,High,15,16,14,16,15,17,16,8,8,9,8,9,8,,06-OWGO-0.3_20080806_191,06-OWGO-0.3_20080806
192,06-PAGE-0.6,06,PAGE,0.6,08/06/2008,High,13,16,10,10,10,8,11,8,4,1,6,1,5,,06-PAGE-0.6_20080806_192,06-PAGE-0.6_20080806
193,06-PATT-0.3,06,PATT,0.3,08/06/2008,High,13,13,11,16,9,11,15,9,6,6,6,4,4,,06-PATT-0.3_20080806_193,06-PATT-0.3_20080806
194,06-PECA-2.5,06,PECA,2.5,08/06/2008,High,17,16,10,11,18,18,18,10,10,10,10,3,6,,06-PECA-2.5_20080806_194,06-PECA-2.5_20080806
195,06-PIPE-9.6,06,PIPE,9.6,08/06/2008,Low,18,16,6,17,17,20,15,7,-9999,10,10,10,10,,06-PIPE-9.6_20080806_195,06-PIPE-9.6_20080806
196,06-ROGR-0.3,06,ROGR,0.3,08/06/2008,High,14,19,20,15,15,15,15,9,7,8,5,2,1,,06-ROGR-0.3_20080806_196,06-ROGR-0.3_20080806
197,06-SHWL-0.1,06,SHWL,0.1,08/06/2008,High,14,11,16,16,11,9,15,8,8,8,8,6,6,,06-SHWL-0.1_20080806_197,06-SHWL-0.1_20080806
198,06-SNAK-0.4,06,SNAK,0.4,08/06/2008,High,12,13,10,15,8,14,16,6,8,6,6,5,5,,06-SNAK-0.4_20080806_198,06-SNAK-0.4_20080806
199,06-SOUB-0.2,06,SOUB,0.2,08/06/2008,Low,18,14,7,13,14,15,11,8,6,9,8,9,7,,06-SOUB-0.2_20080806_199,06-SOUB-0.2_20080806
200,06-SUGC-0.3,06,SUGC,0.3,08/06/2008,High,10,12,5,10,8,12,5,0,0,3,3,8,3,,06-SUGC-0.3_20080806_200,06-SUGC-0.3_20080806
201,06-SUSQ-3.8,06,SUSQ,3.8,08/06/2008,High,15,15,18,16,16,18,16,9,8,9,9,8,8,,06-SUSQ-3.8_20080806_201,06-SUSQ-3.8_20080806
202,06-SUSQ-25.2,06,SUSQ,25.2,08/06/2008,High,-9999,16,17,15,16,17,11,8,6,8,8,10,8,,06-SUSQ-25.2_20080806_202,06-SUSQ-25.2_20080806
203,06-THOS-0.5,06,THOS,0.5,08/06/2008,High,13,15,11,16,16,13,11,9,9,8,5,5,2,,06-THOS-0.5_20080806_203,06-THOS-0.5_20080806
204,06-WHAR-18.0,06,WHAR,18.0,08/06/2008,High,9,12,16,9,15,13,11,9,9,9,9,8,5,,06-WHAR-18.0_20080806_204,06-WHAR-18.0_20080806
205,06-YALE-4.5,06,YALE,4.5,08/06/2008,High,18,13,10,10,10,20,20,9,2,10,2,10,10,,06-YALE-4.5_20080806_205,06-YALE-4.5_20080806
206,06-BELD-0.5,06,BELD,0.5,08/07/2008,High,8,11,6,9,10,1,3,1,1,2,2,1,1,,06-BELD-0.5_20080807_206,06-BELD-0.5_20080807
207,06-CATA-11.7,06,CATA,11.7,08/07/2008,High,17,16,16,17,18,20,15,9,9,10,10,10,10,,06-CATA-11.7_20080807_207,06-CATA-11.7_20080807
208,06-CAYU-15.5,06,CAYU,15.5,08/07/2008,High,15,18,10,15,15,20,18,9,9,9,8,9,9,,06-CAYU-15.5_20080807_208,06-CAYU-15.5_20080807
209,06-CAYU-17.3,06,CAYU,17.3,08/07/2008,High,18,18,16,16,16,18,15,8,9,9,9,5,10,,06-CAYU-17.3_20080807_209,06-CAYU-17.3_20080807
210,06-CHAR-9.5,06,CHAR,9.5,08/07/2008,High,12,11,12,7,13,13,11,1,4,1,7,0,2,,06-CHAR-9.5_20080807_210,06-CHAR-9.5_20080807
211,06-CHER-12.7,06,CHER,12.7,08/07/2008,High,10,9,16,11,11,11,14,8,8,6,9,3,6,,06-CHER-12.7_20080807_211,06-CHER-12.7_20080807
212,06-CORL-0.3,06,CORL,0.3,08/07/2008,High,13,13,8,15,8,11,5,7,3,7,3,3,2,,06-CORL-0.3_20080807_212,06-CORL-0.3_20080807
213,06-DANB-1.3,06,DANB,1.3,08/07/2008,High,15,16,13,14,15,20,16,7,8,8,8,10,10,,06-DANB-1.3_20080807_213,06-DANB-1.3_20080807
214,06-DECA-0.3,06,DECA,0.3,08/07/2008,High,11,12,15,16,16,16,16,9,9,9,4,3,2,,06-DECA-0.3_20080807_214,06-DECA-0.3_20080807
215,06-JAKC-0.4,06,JAKC,0.4,08/07/2008,High,17,16,10,15,13,16,18,9,9,8,7,2,2,,06-JAKC-0.4_20080807_215,06-JAKC-0.4_20080807
216,06-MASV_E-1.4,06,MASV_E,1.4,08/07/2008,High,15,11,15,15,18,20,19,10,9,10,10,7,10,,06-MASV_E-1.4_20080807_216,06-MASV_E-1.4_20080807
217,06-MICI-3.7,06,MICI,3.7,08/07/2008,High,16,16,-9999,15,16,19,19,9,10,10,5,10,2,,06-MICI-3.7_20080807_217,06-MICI-3.7_20080807
218,06-NVUS-0.9,06,NVUS,0.9,08/07/2008,High,12,18,20,15,20,18,20,1,3,4,2,9,1,,06-NVUS-0.9_20080807_218,06-NVUS-0.9_20080807
219,06-OAKS-0.7,06,OAKS,0.7,08/07/2008,High,15,15,18,17,18,19,16,8,9,8,8,6,6,,06-OAKS-0.7_20080807_219,06-OAKS-0.7_20080807
220,06-OAKS_T2-0.8,06,OAKS_T2,0.8,08/07/2008,High,18,-9999,10,14,15,15,17,10,10,9,9,8,8,,06-OAKS_T2-0.8_20080807_220,06-OAKS_T2-0.8_20080807
221,06-OCCA-0.2,06,OCCA,0.2,08/07/2008,High,13,11,5,8,8,13,5,2,1,4,1,6,6,,06-OCCA-0.2_20080807_221,06-OCCA-0.2_20080807
222,06-OWGO_W-7.8,06,OWGO_W,7.8,08/07/2008,High,16,17,10,16,18,18,16,9,6,9,9,10,10,,06-OWGO_W-7.8_20080807_222,06-OWGO_W-7.8_20080807
223,06-PROP-0.1,06,PROP,0.1,08/07/2008,High,16,17,10,16,12,16,18,8,9,8,7,7,7,,06-PROP-0.1_20080807_223,06-PROP-0.1_20080807
224,06-SUSQ-46.3,06,SUSQ,46.3,08/07/2008,Low,18,11,11,8,16,12,8,8,5,8,8,3,6,,06-SUSQ-46.3_20080807_224,06-SUSQ-46.3_20080807
225,06-TRED-0.5,06,TRED,0.5,08/07/2008,High,15,13,10,18,20,16,20,9,8,8,8,5,10,,06-TRED-0.5_20080807_225,06-TRED-0.5_20080807
226,06-USSQ-56.0,06,USSQ,56.0,08/07/2008,Low,13,15,10,-9999,18,20,10,8,8,8,8,6,3,,06-USSQ-56.0_20080807_226,06-USSQ-56.0_20080807
227,06-USSQ-69.1,06,USSQ,69.1,08/07/2008,Low,10,16,11,7,19,20,9,6,8,6,8,5,2,,06-USSQ-69.1_20080807_227,06-USSQ-69.1_20080807
228,06-USSQ-99.3,06,USSQ,99.3,08/07/2008,High,16,11,11,13,11,13,8,8,6,-9999,-9999,2,2,,06-USSQ-99.3_20080807_228,06-USSQ-99.3_20080807
229,06-USSQ-154.7,06,USSQ,154.7,08/07/2008,High,16,-9999,15,16,17,17,9,7,7,10,10,9,9,,06-USSQ-154.7_20080807_229,06-USSQ-154.7_20080807
230,06-WILK-0.2,06,WILK,0.2,08/07/2008,High,13,13,11,15,10,14,12,5,5,5,5,3,3,,06-WILK-0.2_20080807_230,06-WILK-0.2_20080807
231,11-SRUN-2.9,11,SRUN,2.9,08/12/2008,Low,10,12,5,8,20,19,6,10,10,7,7,10,10,,11-SRUN-2.9_20080812_231,11-SRUN-2.9_20080812
232,11-SRUN-3.7,11,SRUN,3.7,08/12/2008,Low,6,5,2,13,20,12,13,9,9,3,3,0,0,,11-SRUN-3.7_20080812_232,11-SRUN-3.7_20080812
233,11-SRUN-4.2,11,SRUN,4.2,08/12/2008,Low,13,12,14,10,20,16,14,8,8,7,7,10,10,,11-SRUN-4.2_20080812_233,11-SRUN-4.2_20080812
234,11-SRUN-5.5,11,SRUN,5.5,08/12/2008,Low,11,12,6,6,20,13,6,5,6,7,5,9,0,,11-SRUN-5.5_20080812_234,11-SRUN-5.5_20080812
235,11-SRUN-5.9,11,SRUN,5.9,08/12/2008,Low,4,4,3,3,16,5,1,8,8,7,7,1,10,,11-SRUN-5.9_20080812_235,11-SRUN-5.9_20080812
236,13-USOP-1.3,13,USOP,1.3,08/13/2008,High,18,13,14,18,20,20,20,9,10,10,10,10,10,,13-USOP-1.3_20080813_236,13-USOP-1.3_20080813
237,13-USOP-4.6,13,USOP,4.6,08/13/2008,High,20,18,14,18,18,16,20,-9999,-9999,8,9,10,6,,13-USOP-4.6_20080813_237,13-USOP-4.6_20080813
238,13-USOP-6.7,13,USOP,6.7,08/13/2008,High,18,13,18,18,20,18,18,10,10,9,7,10,7,,13-USOP-6.7_20080813_238,13-USOP-6.7_20080813
239,13-USOP-8.2,13,USOP,8.2,08/13/2008,High,13,13,18,18,20,15,20,8,8,8,8,9,9,,13-USOP-8.2_20080813_239,13-USOP-8.2_20080813
240,13-USOP-10.1,13,USOP,10.1,08/13/2008,High,13,13,18,18,18,20,19,10,10,10,10,8,8,,13-USOP-10.1_20080813_240,13-USOP-10.1_20080813
241,13-USOP-14.2,13,USOP,14.2,08/13/2008,High,18,15,20,19,20,20,20,10,10,10,10,10,10,,13-USOP-14.2_20080813_241,13-USOP-14.2_20080813
242,13-USOP-16.9,13,USOP,16.9,08/13/2008,High,16,19,5,20,20,15,20,9,8,8,9,6,8,,13-USOP-16.9_20080813_242,13-USOP-16.9_20080813
243,13-USOP-20.7,13,USOP,20.7,08/13/2008,High,18,20,20,20,20,18,20,10,10,10,10,10,10,,13-USOP-20.7_20080813_243,13-USOP-20.7_20080813
244,08-BEEV-0.8,08,BEEV,0.8,08/19/2008,High,18,-9999,5,20,20,20,-9999,10,10,10,10,0,2,,08-BEEV-0.8_20080819_244,08-BEEV-0.8_20080819
245,08-PINC-0.4,08,PINC,0.4,08/19/2008,High,18,-9999,13,18,20,20,-9999,10,10,10,10,10,10,,08-PINC-0.4_20080819_245,08-PINC-0.4_20080819
246,08-ROAR-2.1,08,ROAR,2.1,08/19/2008,High,15,-9999,15,18,20,20,18,10,10,10,10,5,2,,08-ROAR-2.1_20080819_246,08-ROAR-2.1_20080819
247,03-SAND-16.4,03,SAND,16.4,08/19/2008,High,12,-9999,13,16,20,18,18,10,10,8,8,7,7,,03-SAND-16.4_20080819_247,03-SAND-16.4_20080819
248,08-BLCK-88.1,08,BLCK,88.1,08/20/2008,High,20,18,5,20,20,13,20,10,10,10,10,1,5,,08-BLCK-88.1_20080820_248,08-BLCK-88.1_20080820
249,08-LBLK-5.0,08,LBLK,5.0,08/20/2008,High,19,15,20,20,10,20,20,10,10,10,10,9,9,,08-LBLK-5.0_20080820_249,08-LBLK-5.0_20080820
250,10-CHUB-0.4,10,CHUB,0.4,08/27/2008,High,19,15,19,18,20,20,15,10,10,10,10,10,10,,10-CHUB-0.4_20080827_250,10-CHUB-0.4_20080827
251,10-SMOW-1.4,10,SMOW,1.4,08/27/2008,High,20,15,12,20,16,20,20,10,10,10,10,10,10,,10-SMOW-1.4_20080827_251,10-SMOW-1.4_20080827
252,10-WHIF-1.6,10,WHIF,1.6,08/27/2008,High,20,15,15,20,19,20,20,10,10,8,8,10,10,,10-WHIF-1.6_20080827_252,10-WHIF-1.6_20080827
253,10-BISH-0.6,10,BISH,0.6,08/28/2008,High,15,10,9,9,14,14,14,7,7,4,4,4,4,,10-BISH-0.6_20080828_253,10-BISH-0.6_20080828
254,10-BOQT-15.0,10,BOQT,15.0,08/28/2008,High,11,10,15,20,20,18,13,-9999,-9999,8,9,1,1,,10-BOQT-15.0_20080828_254,10-BOQT-15.0_20080828
255,10-BOQT-28.5,10,BOQT,28.5,08/28/2008,High,18,15,20,11,5,20,20,8,3,8,10,10,2,,10-BOQT-28.5_20080828_255,10-BOQT-28.5_20080828
256,10-METT-11.1,10,METT,11.1,08/28/2008,High,19,15,13,19,17,15,20,8,8,10,7,10,5,,10-METT-11.1_20080828_256,10-METT-11.1_20080828
257,10-SABL-19.3,10,SABL,19.3,08/28/2008,High,17,10,11,20,15,20,20,10,8,10,10,10,1,,10-SABL-19.3_20080828_257,10-SABL-19.3_20080828
258,10-SARA-0.9,10,SARA,0.9,08/28/2008,High,15,11,10,20,20,18,20,8,9,9,9,5,5,,10-SARA-0.9_20080828_258,10-SARA-0.9_20080828
259,10-SARA-10.6,10,SARA,10.6,08/28/2008,High,20,20,20,20,20,16,20,10,10,10,9,9,5,,10-SARA-10.6_20080828_259,10-SARA-10.6_20080828
260,10-SARA-48.1,10,SARA,48.1,08/28/2008,Low,15,15,15,20,20,17,18,8,8,7,9,10,1,,10-SARA-48.1_20080828_260,10-SARA-48.1_20080828
261,10-TWOB-1.3,10,TWOB,1.3,08/28/2008,High,20,11,15,16,20,18,20,10,10,9,9,1,1,,10-TWOB-1.3_20080828_261,10-TWOB-1.3_20080828
262,10-TWOB-3.7,10,TWOB,3.7,08/28/2008,Low,13,16,13,20,20,18,20,10,10,10,10,10,10,,10-TWOB-3.7_20080828_262,10-TWOB-3.7_20080828
263,10-LCHU-2.0,10,LCHU,2.0,09/02/2008,High,12,16,14,15,13,12,14,8,7,2,2,2,2,,10-LCHU-2.0_20080902_263,10-LCHU-2.0_20080902
264,10-MDBR-4.1,10,MDBR,4.1,09/02/2008,Low,6,6,14,10,10,15,16,4,4,8,6,9,6,,10-MDBR-4.1_20080902_264,10-MDBR-4.1_20080902
265,10-PTNY-17.8,10,PTNY,17.8,09/02/2008,High,12,10,10,5,14,19,18,7,6,3,9,2,9,,10-PTNY-17.8_20080902_265,10-PTNY-17.8_20080902
266,05-CHEM-5.4,05,CHEM,5.4,09/03/2008,High,13,13,18,18,8,18,10,9,9,9,9,6,10,,05-CHEM-5.4_20080903_266,05-CHEM-5.4_20080903
267,05-COHO-5.9,05,COHO,5.9,09/03/2008,High,16,11,19,19,19,15,12,9,9,8,8,4,4,,05-COHO-5.9_20080903_267,05-COHO-5.9_20080903
268,05-COWS-0.6,05,COWS,0.6,09/03/2008,High,15,15,16,19,16,16,12,9,9,8,8,4,2,,05-COWS-0.6_20080903_268,05-COWS-0.6_20080903
269,05-NEWT-0.3,05,NEWT,0.3,09/03/2008,High,16,10,15,10,16,17,16,9,9,9,4,5,2,,05-NEWT-0.3_20080903_269,05-NEWT-0.3_20080903
270,05-STEO-9.7,05,STEO,9.7,09/03/2008,High,15,16,16,19,17,18,14,9,9,5,8,2,5,,05-STEO-9.7_20080903_270,05-STEO-9.7_20080903
271,05-BGCK-0.6,05,BGCK,0.6,09/04/2008,High,13,8,10,8,6,15,15,6,7,6,6,1,1,,05-BGCK-0.6_20080904_271,05-BGCK-0.6_20080904
272,05-CDEA-1.8,05,CDEA,1.8,09/04/2008,High,16,14,16,16,17,17,14,9,9,9,9,8,8,,05-CDEA-1.8_20080904_272,05-CDEA-1.8_20080904
273,05-PURD-0.1,05,PURD,0.1,09/04/2008,High,11,10,13,11,11,11,18,8,7,9,8,0,2,,05-PURD-0.1_20080904_273,05-PURD-0.1_20080904
274,05-STEO-32.5,05,STEO,32.5,09/04/2008,High,11,10,10,11,6,14,5,9,9,9,9,3,7,,05-STEO-32.5_20080904_274,05-STEO-32.5_20080904
275,17-BLND-6.8,17,BLND,6.8,09/10/2008,High,15,14,18,16,15,16,16,9,7,9,6,8,8,,17-BLND-6.8_20080910_275,17-BLND-6.8_20080910
276,17-BLND-9.8,17,BLND,9.8,09/10/2008,High,16,14,17,19,16,17,18,8,8,9,9,6,6,,17-BLND-9.8_20080910_276,17-BLND-9.8_20080910
277,17-BRNX-5.6,17,BRNX,5.6,09/10/2008,High,12,11,13,19,18,18,12,6,7,6,6,1,1,,17-BRNX-5.6_20080910_277,17-BRNX-5.6_20080910
278,17-BRNX-9.2,17,BRNX,9.2,09/10/2008,High,10,11,15,18,18,5,16,8,8,2,2,1,1,,17-BRNX-9.2_20080910_278,17-BRNX-9.2_20080910
279,17-BURL-0.4,17,BURL,0.4,09/10/2008,High,15,11,10,11,15,18,13,2,2,2,2,1,2,,17-BURL-0.4_20080910_279,17-BURL-0.4_20080910
280,17-BVBR-0.3,17,BVBR,0.3,09/10/2008,Low,16,15,17,16,16,20,16,9,9,10,10,10,10,,17-BVBR-0.3_20080910_280,17-BVBR-0.3_20080910
281,17-BVDC-0.4,17,BVDC,0.4,09/10/2008,High,15,-9999,10,10,18,14,10,8,8,1,1,1,1,,17-BVDC-0.4_20080910_281,17-BVDC-0.4_20080910
282,17-BYRM-1.3,17,BYRM,1.3,09/10/2008,Low,17,15,16,14,15,16,7,7,7,7,7,5,5,,17-BYRM-1.3_20080910_282,17-BYRM-1.3_20080910
283,17-BYRM-2.3,17,BYRM,2.3,09/10/2008,High,5,5,15,16,15,16,16,8,8,4,4,3,3,,17-BYRM-2.3_20080910_283,17-BYRM-2.3_20080910
284,17-CARM-6.2,17,CARM,6.2,09/10/2008,High,14,5,6,7,14,12,8,8,8,5,5,2,2,,17-CARM-6.2_20080910_284,17-CARM-6.2_20080910
285,17-CARM-8.0,17,CARM,8.0,09/10/2008,High,11,2,6,4,16,20,4,6,6,9,10,6,10,,17-CARM-8.0_20080910_285,17-CARM-8.0_20080910
286,17-CARM-9.0,17,CARM,9.0,09/10/2008,High,15,12,15,11,14,13,12,7,8,6,4,5,3,,17-CARM-9.0_20080910_286,17-CARM-9.0_20080910
287,17-CARM-10.9,17,CARM,10.9,09/10/2008,High,13,8,6,11,17,6,16,8,6,6,6,2,2,,17-CARM-10.9_20080910_287,17-CARM-10.9_20080910
288,17-CARM-12.9,17,CARM,12.9,09/10/2008,High,15,5,10,9,14,20,13,5,5,9,9,9,8,,17-CARM-12.9_20080910_288,17-CARM-12.9_20080910
289,17-GLEN-0.1,17,GLEN,0.1,09/10/2008,High,15,7,17,11,15,10,4,7,7,5,8,2,7,,17-GLEN-0.1_20080910_289,17-GLEN-0.1_20080910
290,17-MAMR-3.9,17,MAMR,3.9,09/10/2008,High,19,13,17,18,15,20,18,8,5,8,7,1,8,,17-MAMR-3.9_20080910_290,17-MAMR-3.9_20080910
291,17-MAMR-6.7,17,MAMR,6.7,09/10/2008,High,10,11,10,18,16,3,15,8,9,3,3,0,2,,17-MAMR-6.7_20080910_291,17-MAMR-6.7_20080910
