HABITAT_FIELD_DATA_HISTORY_ID,EVENT_SMAS_ID,HFDH_GRADIENT,HFDH_EPIFAUNAL_COVER,HFDH_EMBEDDEDNESS_POOLING,HFDH_VELOCITY_DEPTH_REGIME,HFDH_SEDIMENT_DEPOSITION,HFDH_FLOW_STATUS,HFDH_CHANNEL_ALTERATION,HFDH_RIFFLE_BEND_FREQUENCY,HFDH_LEFT_BANK_STABILITY,HFDH_RIGHT_BANK_STABILITY,HFDH_LEFT_BANK_VEG,HFDH_RIGHT_BANK_VEG,HFDH_LEFT_BANK_VEG_ZONE,HFDH_RIGHT_BANK_VEG_ZONE,HFDH_HABITAT_COMMENT,CREATE_DATE,END_DATE,UPDATE_DATE,UPDATED_BY_GUID
268,05-COWS-0.6_20080903,High,15,15,16,19,16,16,12,9,9,8,8,4,2,,,,,
269,05-NEWT-0.3_20080903,High,16,10,15,10,16,17,16,9,9,9,4,5,2,,,,,
270,05-STEO-9.7_20080903,High,15,16,16,19,17,18,14,9,9,5,8,2,5,,,,,
271,05-BGCK-0.6_20080904,High,13,8,10,8,6,15,15,6,7,6,6,1,1,,,,,
272,05-CDEA-1.8_20080904,High,16,14,16,16,17,17,14,9,9,9,9,8,8,,,,,
273,05-PURD-0.1_20080904,High,11,10,13,11,11,11,18,8,7,9,8,0,2,,,,,
274,05-STEO-32.5_20080904,High,11,10,10,11,6,14,5,9,9,9,9,3,7,,,,,
275,17-BLND-6.8_20080910,High,15,14,18,16,15,16,16,9,7,9,6,8,8,,,,,
276,17-BLND-9.8_20080910,High,16,14,17,19,16,17,18,8,8,9,9,6,6,,,,,
277,17-BRNX-5.6_20080910,High,12,11,13,19,18,18,12,6,7,6,6,1,1,,,,,
278,17-BRNX-9.2_20080910,High,10,11,15,18,18,5,16,8,8,2,2,1,1,,,,,
279,17-BURL-0.4_20080910,High,15,11,10,11,15,18,13,2,2,2,2,1,2,,,,,
280,17-BVBR-0.3_20080910,Low,16,15,17,16,16,20,16,9,9,10,10,10,10,,,,,
281,17-BVDC-0.4_20080910,High,15,,10,10,18,14,10,8,8,1,1,1,1,,,,,
282,17-BYRM-1.3_20080910,Low,17,15,16,14,15,16,7,7,7,7,7,5,5,,,,,
283,17-BYRM-2.3_20080910,High,5,5,15,16,15,16,16,8,8,4,4,3,3,,,,,
284,17-CARM-6.2_20080910,High,14,5,6,7,14,12,8,8,8,5,5,2,2,,,,,
285,17-CARM-8.0_20080910,High,11,2,6,4,16,20,4,6,6,9,10,6,10,,,,,
286,17-CARM-9.0_20080910,High,15,12,15,11,14,13,12,7,8,6,4,5,3,,,,,
287,17-CARM-10.9_20080910,High,13,8,6,11,17,6,16,8,6,6,6,2,2,,,,,
288,17-CARM-12.9_20080910,High,15,5,10,9,14,20,13,5,5,9,9,9,8,,,,,
289,17-GLEN-0.1_20080910,High,15,7,17,11,15,10,4,7,7,5,8,2,7,,,,,
290,17-MAMR-3.9_20080910,High,19,13,17,18,15,20,18,8,5,8,7,1,8,,,,,
291,17-MAMR-6.7_20080910,High,10,11,10,18,16,3,15,8,9,3,3,0,2,,,,,
292,17-MAMR_W-0.9_20080910,High,19,15,15,19,18,17,17,7,5,7,5,5,10,,,,,
293,17-MANH-1.6_20080910,High,11,15,15,10,11,14,10,2,5,2,5,1,8,,,,,
294,17-MIAN-13.3_20080910,High,13,15,15,18,18,16,14,8,8,9,9,6,6,,,,,
295,17-MILI-0.5_20080910,High,17,15,19,19,19,19,18,10,10,9,9,9,9,,,,,
296,17-NISS-6.0_20080910,Low,18,18,,16,19,20,16,10,10,10,10,10,10,,,,,
297,17-NISS_E-2.6_20080910,Low,3,8,13,12,11,15,11,5,5,8,8,5,8,,,,,
298,17-PECN-7.6_20080910,Low,13,15,16,19,20,15,14,10,10,10,10,3,2,,,,,
299,17-RATT-0.1_20080910,High,16,12,11,13,12,13,12,9,9,6,6,3,3,,,,,
300,17-TERR-0.2_20080910,Low,6,13,3,20,18,15,13,9,9,9,9,8,10,,,,,
301,17-WAMP-2.0_20080910,High,16,16,14,16,13,12,17,9,9,9,9,5,8,,,,,
302,17-BLND-0.3_20080911,Low,9,,,,15,18,5,8,8,7,7,4,4,,,,,
303,17-BLND-3.4_20080911,High,5,11,14,15,18,18,14,6,6,3,3,2,2,,,,,
304,17-BODN-0.2_20080911,High,15,13,10,15,15,9,10,5,5,5,5,0,0,,,,,
305,17-BODN-1.0_20080911,High,18,15,15,19,19,16,20,8,5,8,6,3,3,,,,,
306,17-BRWN-0.9_20080911,High,13,6,6,10,14,14,11,6,6,2,2,2,2,,,,,
307,17-BSWA-0.4_20080911,High,15,15,15,13,15,16,16,8,8,8,8,3,3,,,,,
308,17-DAVI-1.2_20080911,High,18,10,15,15,16,16,15,6,6,7,7,3,3,,,,,
309,17-GREN-0.4_20080911,High,15,8,10,9,12,13,11,7,6,3,5,2,3,,,,,
310,17-GREN-0.8_20080911,High,15,16,12,10,13,10,10,5,7,5,5,4,4,,,,,
311,17-LEMN-1.3_20080911,High,18,16,10,16,17,17,18,8,8,9,9,8,4,,,,,
312,17-MAMR-0.3_20080911,High,16,11,15,16,17,17,16,8,8,8,8,3,3,,,,,
313,17-MASS-1.2_20080911,Low,13,18,6,11,20,10,11,8,8,5,7,10,2,,,,,
314,17-MBUR-2.1_20080911,Low,12,8,10,10,13,19,15,9,9,9,9,9,9,,,,,
315,17-MILS-1.0_20080911,High,19,16,10,15,15,20,15,8,9,8,8,9,3,,,,,
316,17-PENA-1.1_20080911,High,15,9,7,11,12,8,16,8,6,2,2,1,1,,,,,
317,17-RMON-3.2_20080911,High,18,18,10,15,10,15,10,5,7,8,8,8,8,,,,,
318,17-SAMP-2.1_20080911,Low,13,11,5,11,20,15,13,9,9,5,7,3,2,,,,,
319,08-BLCK-88.1_20080930,High,20,20,20,20,15,,,,,,,,,,,,,
320,08-INDY-4.6_20080930,High,14,14,18,14,15,20,20,10,10,10,10,10,10,,,,,
321,08-PINC-0.4_20080930,High,15,13,18,15,14,20,20,10,10,10,10,10,10,,,,,
322,08-ROAR-2.2_20080930,High,18,18,17,20,16,20,18,7,7,10,10,10,10,,,,,
323,03-SAND-2.7_20081001,High,18,18,18,13,20,15,17,8,8,9,9,10,10,,,,,
324,12-MOHK-101.0_20090617,Low,12,10,12,12,20,20,20,10,10,10,10,10,10,"Same as upstream sites except less epifaunal substrate cover, most likely due to wider reach here.",,,,
325,12-MOHK-104.4_20090617,Low,16,10,12,12,20,20,20,10,10,10,10,10,10,Use same values as upstream site,,,,
326,12-MOHK-107.1_20090617,Low,16,10,12,12,20,20,20,10,10,10,10,10,10,All variables same as station 04 copy from that sheet,,,,
327,12-MOHK-107.6_20090617,Low,16,10,12,12,20,20,20,10,10,10,10,10,10,,,,,
328,06-CHAR-9.5_20090714,High,15,18,18,16,18,13,16,8,5,8,5,9,6,,,,,
329,06-NVUS-0.9_20090714,High,12,19,15,11,15,13,18,0,0,7,3,9,4,,,,,
330,06-OAKS-0.7_20090714,High,16,13,14,14,15,11,17,8,8,9,9,7,7,,,,,
331,06-USSQ-155.2_20090714,High,19,15,14,14,15,15,17,8,9,9,9,6,8,,,,,
332,06-BVIL-2.2_20090715,High,18,19,14,18,19,18,19,9,9,9,9,9,8,,,,,
333,06-CHOC-0.5_20090715,High,16,19,19,19,12,12,16,6,9,6,5,6,2,,,,,
334,06-CSTL-0.9_20090715,High,14,14,14,15,10,15,13,9,9,9,9,7,7,,,,,
335,06-DILA-52.9_20090715,High,18,11,13,10,16,11,15,9,9,9,2,5,2,,,,,
336,06-HUNC-1.5_20090715,High,13,15,10,12,15,18,15,6,9,9,9,5,5,,,,,
337,06-NANG-0.7_20090715,Low,10,16,13,12,14,10,5,9,8,6,7,1,3,,,,,
338,06-NANG_W-0.3_20090715,Low,14,19,16,10,19,18,11,9,9,9,9,9,7,,,,,
339,06-OWGO-0.3_20090715,High,19,19,19,19,16,16,16,9,6,9,9,8,9,,,,,
340,06-SANG-2.9_20090715,High,19,13,18,12,18,13,14,9,9,9,9,4,7,,,,,
341,06-CAYU-15.5_20090716,High,19,15,19,18,16,12,16,7,8,9,9,9,9,,,,,
342,13-KIND-17.7_20090716,High,10,10,14,7,7,19,18,4,10,8,10,6,10,La wants to skinny dip,,,,
343,13-KIND-39.4_20090716,High,16,13,15,19,19,17,20,10,10,8,10,7,8,"Knotweed on bank, good habitat",,,,
344,06-PROP-0.1_20090716,High,19,18,10,18,15,15,17,10,10,9,9,5,5,,,,,
345,13-ROKY-1.0_20090716,High,16,7,15,9,18,18,20,10,10,10,10,10,10,,,,,
346,06-SUSQ-6.9_20090716,High,18,13,18,13,17,18,10,8,7,6,8,2,8,,,,,
347,06-TOGH-29.8_20090716,High,20,17,18,10,19,15,10,7,7,8,8,4,5,,,,,
348,06-WHAR-0.6_20090722,High,6,13,15,16,20,18,17,10,10,10,3,10,0,"Right bank no riparian cover, no fish habitat in the riffle, but deep areas upstream should hold fish, has the look of habitat iissues for fish",,,,
349,06-WHAR-9.5_20090722,High,5,14,9,15,16,19,15,4,4,9,9,8,6,,,,,
350,06-WHAR-13.9_20090722,High,12,15,11,16,19,20,19,6,6,7,8,10,10,,,,,
351,06-WHAR-18.0_20090722,High,13,14,11,10,19,19,19,10,9,9,8,10,10,,,,,
352,06-WHAR-23.4_20090722,High,9,12,11,8,17,17,19,6,6,8,8,9,9,,,,,
353,09-DECR-6.0_20090723,High,18,14,10,16,19,10,18,9,8,9,9,9,9,Lots of trash and a concrete wall on the right bank.,,,,
354,09-AMPR-2.6_20090724,High,12,16,17,16,20,20,16,7,7,10,10,10,10,,,,,
355,09-CORI-13.9_20090724,High,20,5,20,19,18,20,20,10,10,10,10,10,10,,,,,
356,04-ANGL-1.1_20090728,High,18,15,14,15,8,19,14,7,9,9,9,10,9,,,,,
357,04-ANGL-12.3_20090728,High,13,11,11,9,11,9,20,3,3,6,1,0,1,,,,,
358,04-ANGL-12.9_20090728,High,18,10,10,6,10,15,18,3,3,5,5,10,10,,,,,
359,04-BLCB-1.8_20090728,High,12,13,8,18,14,20,20,2,2,9,7,9,9,,,,,
360,04-BRMR-1.7_20090728,High,10,12,5,11,18,11,19,7,7,7,7,5,6,,,,,
361,04-CNEA-6.5_20090728,High,8,11,18,6,13,20,18,9,6,9,9,9,9,,,,,
362,04-CRYD-2.3_20090728,High,10,14,15,16,19,15,12,5,6,5,6,5,6,,,,,
363,04-DYKE-8.1_20090728,High,13,17,18,16,13,13,16,7,8,6,8,3,8,,,,,
364,04-GORD-0.9_20090728,High,12,14,10,16,10,14,16,7,9,10,10,8,8,,,,,
365,04-KNIT-0.3_20090728,High,11,10,10,15,15,18,0,0,0,8,8,6,8,,,,,
366,04-KNIT-6.3_20090728,High,14,14,10,16,15,19,16,9,8,9,9,10,10,,,,,
368,04-MARH_T13-1.9_20090728,High,19,19,10,14,18,16,18,10,9,10,9,10,10,,,,,
369,04-PHIP-0.1_20090728,High,10,18,15,6,11,15,20,4,8,4,8,3,4,Erosion of streambank typical for basin. Photo taken.,,,,
370,04-PLBO-3.3_20090728,High,15,11,10,12,15,13,20,6,6,6,6,2,2,,,,,
371,04-RSHC-2.5_20090728,High,16,18,8,19,15,20,20,10,10,10,10,10,9,,,,,
372,04-UGNS-126.1_20090728,High,10,15,20,19,10,20,17,4,8,7,10,6,10,,,,,
373,04-UGNS-132.0_20090728,High,16,15,14,15,16,19,,9,9,9,9,9,8,,,,,
374,04-UGNS-146.5_20090728,High,11,14,15,15,18,15,12,6,7,6,7,5,6,,,,,
375,04-VANM-8.2_20090728,High,15,16,12,16,16,15,11,8,9,9,9,10,10,,,,,
376,04-VANM_T10-0.1_20090728,High,15,17,10,16,15,20,18,10,10,10,10,10,8,,,,,
377,04-VCAM-0.4_20090728,High,2,17,14,0,14,7,14,6,8,6,7,3,10,,,,,
378,04-VCAM_S-2.3_20090728,High,10,13,10,16,18,14,20,10,9,8,7,9,2,,,,,
379,04-WIGW-0.7_20090728,Low,18,18,5,18,8,18,8,8,9,8,9,8,8,,,,,
380,03-ALEN-7.8_20090729,Low,3,11,0,10,18,0,0,5,5,4,4,1,1,,,,,
381,04-BLAK-37.4_20090729,High,13,,7,16,19,17,5,8,8,8,8,9,1,,,,,
382,04-BLAK-48.2_20090729,High,16,17,16,14,17,17,15,6,6,9,8,6,8,,,,,
383,04-BLAK_N-1.2_20090729,High,10,14,6,13,16,18,5,8,8,9,9,2,2,,,,,
384,04-BLCE-5.2_20090729,High,15,14,6,12,8,20,5,7,9,8,9,10,10,,,,,
385,04-BLOW-4.6_20090729,High,5,11,9,11,16,15,14,5,,9,1,9,0,,,,,
386,04-BRON-3.2_20090729,High,16,13,16,20,19,20,20,10,10,10,10,10,10,,,,,
387,04-CASD-0.4_20090729,High,3,10,3,18,0,20,20,10,10,9,9,10,10,,,,,
388,04-CLCK-0.2_20090729,High,13,12,8,0,2,6,15,1,1,2,2,2,2,,,,,
389,04-CONE-1.9_20090729,High,11,15,14,19,20,10,16,10,9,2,6,2,2,,,,,
390,04-DICE-3.2_20090729,Low,17,15,17,18,18,15,15,8,8,8,8,8,9,,,,,
391,04-EKOY-2.2_20090729,High,19,17,20,20,15,20,20,10,10,9,9,9,9,,,,,
392,04-GENS-35.1_20090729,Low,15,18,13,18,20,16,10,5,5,6,6,3,3,,,,,
393,04-GENS-50.4_20090729,Low,14,8,13,18,20,20,13,2,2,2,5,8,8,,,,,
394,04-GENS_T43-3.0_20090729,Low,,,,,,,,,,,,,,,,,,
395,04-GENS_T44-1.0_20090729,Low,0,0,0,0,0,20,0,10,10,10,10,8,8,,,,,
396,04-GENS_T45-1.3_20090729,High,18,14,19,20,10,20,15,10,10,10,10,8,8,,,,,
397,04-HONY-0.1_20090729,Low,14,13,15,19,20,19,15,3,5,4,4,10,10,,,,,
398,04-HONY-1.4_20090729,High,12,12,16,12,18,15,10,7,7,6,8,3,5,,,,,
399,04-HONY-11.8_20090729,High,16,18,18,18,18,18,18,9,9,9,9,9,9,,,,,
400,04-KESH-13.6_20090729,High,8,12,9,10,11,11,18,2,2,3,3,6,6,,,,,
367,04-LMIL-0.4_20090729,High,17,18,16,14,18,15,17,9,9,,,8,8,,,,,
401,04-MCMI_N-0.6_20090729,High,13,6,5,11,18,18,18,1,7,1,10,1,10,Left bank very unstable and erroding next to house. Homeowner concerned and would liketo reinforce . Contacting DEC regional office.,,,,
402,04-MCMI_S-0.7_20090729,High,12,12,3,14,17,15,20,8,2,8,1,3,0,Small farm on/along right bank. Grass mowed close and erosion present.,,,,
403,04-MILH-3.7_20090729,High,19,13,12,9,19,15,19,8,7,8,7,9,7,,,,,
404,04-MUDW-1.0_20090729,High,14,15,10,18,17,19,16,10,10,10,10,5,5,,,,,
405,04-OATK-1.5_20090729,High,13,15,18,16,18,15,16,9,9,9,9,7,4,,,,,
406,04-OATK-4.2_20090729,High,10,13,18,18,19,20,18,9,9,10,10,10,10,,,,,
407,04-OATK-5.8_20090729,High,13,11,13,18,20,11,15,9,9,9,9,9,9,,,,,
408,04-OATK-16.3_20090729,High,14,13,16,18,18,19,16,9,9,10,10,8,10,,,,,
409,04-RAGA-1.4_20090729,High,16,15,16,0,17,19,11,8,8,9,9,9,9,,,,,
410,04-RAGA-9.3_20090729,Low,5,4,15,5,16,18,9,8,7,10,9,8,8,,,,,
411,04-RAGA-18.6_20090729,High,16,15,16,16,18,10,11,8,7,8,8,10,7,,,,,
412,04-RAGA_T40-0.2_20090729,High,16,18,10,19,11,15,18,4,3,6,6,5,9,,,,,
413,04-RICM_T9-0.4_20090729,High,19,15,10,10,15,17,18,8,6,8,7,10,7,,,,,
414,04-SALK-1.5_20090729,High,13,13,10,19,10,20,13,10,10,10,7,10,7,,,,,
415,04-SILO-3.6_20090729,High,15,16,10,16,14,13,20,10,5,10,5,10,10,,,,,
416,04-SPRG-0.3_20090729,High,16,16,15,15,17,18,18,9,9,9,7,9,4,,,,,
417,04-SPRI-1.8_20090729,Low,6,7,13,12,13,19,10,5,5,7,7,10,10,,,,,
418,04-STCK-0.6_20090729,High,19,20,18,20,8,20,18,6,8,10,10,10,10,,,,,
419,04-SUGA_T7-1.0_20090729,High,20,19,10,20,8,20,20,5,5,7,7,10,10,,,,,
420,04-WCOY-5.6_20090729,High,16,13,20,13,16,20,18,4,7,5,8,8,4,,,,,
421,04-WLKI-0.2_20090729,High,15,6,15,9,18,15,16,10,8,10,6,10,3,,,,,
422,04-BLAK_T7-2.2_20090730,Low,5,7,3,4,13,20,19,,,7,7,2,2,,,,,
423,04-GENS_T3-0.3_20090730,Low,4,15,5,16,16,9,4,3,4,2,5,2,4,,,,,
424,03-GHIL-0.8_20090730,High,10,6,6,15,17,16,15,9,8,9,8,9,2,,,,,
425,03-IRON-10.2_20090730,High,10,6,16,13,18,18,13,6,7,8,8,2,2,,,,,
426,03-JOHN-9.1_20090730,High,11,13,16,11,17,15,16,9,8,9,6,8,4,,,,,
427,04-LBLA-1.0_20090730,High,15,,10,17,16,15,16,9,9,8,8,2,2,,,,,
428,04-MILK-1.5_20090730,High,10,12,4,,20,17,4,9,9,10,10,8,8,,,,,
429,03-ORCH-12.2_20090730,High,,,0,20,20,20,,10,10,10,10,10,10,,,,,
430,03-SHIP_T2-0.4_20090730,Low,14,14,13,11,18,18,15,3,3,6,7,9,9,,,,,
431,03-YANT_T1c-0.2_20090730,Low,0,8,0,0,15,20,18,10,10,10,10,10,10,,,,,
432,09-BLAP-1.8_20090804,High,16,13,14,19,19,8,12,9,9,10,10,8,10,,,,,
433,09-BLAP-17.4_20090804,Low,9,15,5,20,19,15,12,10,10,10,10,9,9,,,,,
434,09-CGAY-2.7_20090804,High,14,10,15,17,18,20,16,9,9,8,5,9,5,,,,,
435,09-COLN-0.9_20090804,High,16,17,15,16,16,17,18,8,8,8,8,6,6,,,,,
436,09-COLN-5.1_20090804,High,15,15,15,18,19,18,19,9,9,9,9,9,9,,,,,
438,09-DERR-9.9_20090804,Low,14,11,13,16,16,17,10,9,9,9,9,6,9,,,,,
439,09-EDEE-13.4_20090804,High,8,9,15,20,8,20,18,10,10,10,10,5,5,,,,,
440,09-EDEE_T2-2.4_20090804,High,13,12,8,16,6,20,18,10,10,9,9,6,8,,,,,
441,09-ENGL-2.5_20090804,High,20,15,20,20,20,20,20,10,10,10,10,10,10,,,,,
442,09-GRAN-6.8_20090804,High,16,18,17,16,17,16,17,9,9,7,7,8,8,,,,,
443,09-GRAS-44.4_20090804,High,16,14,14,16,18,16,15,8,8,9,9,3,3,,,,,
444,09-GRAS_S-27.3_20090804,High,18,18,19,19,19,18,19,9,9,9,9,10,10,,,,,
445,09-GRAS_ST24-1.4_20090804,High,10,5,11,9,20,20,15,6,7,10,10,10,10,,,,,
446,09-HAMM-2.8_20090804,Low,3,0,0,19,2,7,2,7,7,4,4,1,1,,,,,
447,09-INDN-2.0_20090804,High,16,19,18,19,18,19,10,10,10,10,10,10,2,,,,,
448,09-INDN-33.7_20090804,High,19,13,18,18,19,16,14,10,9,7,8,7,9,,,,,
449,09-ISLB-1.4_20090804,High,15,10,20,19,19,16,20,10,10,10,8,4,4,,,,,
450,09-LTRU-2.2_20090804,High,13,15,15,17,18,20,19,9,9,9,9,9,9,,,,,
451,09-MARB-0.6_20090804,Low,8,6,3,5,1,,,,,,,,,,,,,
453,09-PLST-0.8_20090804,High,9,16,12,8,18,20,12,9,8,10,10,9,7,,,,,
454,09-RAGG-3.3_20090804,High,20,15,20,20,20,20,18,10,10,10,10,10,10,,,,,
458,09-REGI_W-2.7_20090804,High,13,12,18,17,17,17,16,9,9,9,5,9,6,,,,,
459,09-RORC-0.1_20090804,High,13,12,5,20,20,20,20,10,10,10,10,10,10,,,,,
460,09-SAL9-16.6_20090804,High,19,13,5,20,20,20,20,10,10,10,10,10,10,,,,,
461,09-SAL9-28.3_20090804,High,13,12,5,20,20,20,20,9,9,9,9,9,9,,,,,
462,09-SAL9_T3A-0.1_20090804,Low,10,9,11,10,15,15,7,6,6,6,6,8,8,,,,,
463,09-SEPA-4.3_20090804,High,16,16,20,20,20,20,20,10,10,10,10,10,10,,,,,
464,09-TROU-0.6_20090804,High,14,12,16,17,17,18,13,7,9,6,9,7,10,,,,,
465,09-TROU-13.7_20090804,High,16,18,16,16,17,18,20,9,9,9,9,7,7,,,,,
466,09-ALLE-6.6_20090805,High,11,13,20,20,20,20,20,10,10,10,10,8,8,,,,,
467,09-BCKB-0.6_20090805,Low,15,10,13,12,13,16,16,9,9,9,9,9,9,,,,,
468,09-CLDK-0.1_20090805,High,15,17,20,20,20,20,20,9,9,9,9,10,10,,,,,
437,09-DERR-0.2_20090805,High,14,16,15,17,19,17,17,8,8,9,9,6,6,,,,,
469,09-DERR-32.0_20090805,High,8,,11,20,20,20,13,10,10,10,10,10,10,,,,,
470,09-DEVE-0.4_20090805,High,11,12,20,20,20,20,20,10,10,10,10,10,10,,,,,
471,09-ELMK-4.3_20090805,High,19,13,15,20,20,14,20,10,10,9,10,1,3,,,,,
472,09-FARR-1.1_20090805,High,16,13,20,20,20,20,20,10,10,10,10,9,9,,,,,
473,09-GTCH-0.8_20090805,High,4,18,9,19,19,0,2,10,10,0,1,0,0,,,,,
474,09-HOPI-0.8_20090805,High,20,17,10,20,20,20,20,10,10,10,10,10,10,,,,,
475,09-LSAL-3.1_20090805,High,18,13,18,19,20,20,20,10,10,10,10,8,8,,,,,
476,09-LSAL-20.7_20090805,High,,,15,20,20,20,15,10,10,10,10,9,9,,,,,
477,09-LSUK-3.1_20090805,High,16,8,10,18,19,18,17,10,9,10,10,10,10,,,,,
452,09-OMAL-0.3_20090805,High,19,17,17,18,17,17,16,10,8,10,9,10,10,,,,,
478,09-RAQU-12.8_20090805,High,16,11,16,19,20,11,11,10,10,10,10,4,4,,,,,
479,09-RAQU-21.9_20090805,Low,15,14,15,15,20,19,15,7,6,9,9,4,5,Site is too large to be applicable to this sheet,,,,
455,09-RAQU-44.2_20090805,High,16,17,18,17,18,19,18,10,10,9,9,10,10,,,,,
456,09-RAQU_T27-0.1_20090805,Low,15,13,14,17,16,17,14,6,7,4,7,0,4,,,,,
480,09-REGI-15.8_20090805,High,19,11,18,20,20,16,18,9,10,8,10,5,5,,,,,
481,09-SAL9-1.1_20090805,High,,,15,20,20,20,20,10,10,10,10,10,10,,,,,
482,09-SCKE-14.4_20090805,Low,11,13,10,17,20,19,12,10,10,6,6,6,6,,,,,
483,09-SYLV-1.4_20090805,High,17,10,15,11,20,11,14,9,9,10,10,9,5,,,,,
484,09-TURN-1.5_20090805,Low,15,13,13,12,19,10,18,10,10,9,9,5,5,,,,,
485,09-FIRS-0.2_20090806,High,0,0,5,10,5,20,5,10,10,10,10,10,10,,,,,
486,09-GRAS_S-13.0_20090806,Low,10,13,10,20,20,20,20,10,10,10,10,10,10,,,,,
487,09-GTCH-93.9_20090806,High,,,10,20,20,20,,10,10,10,10,10,10,,,,,
488,09-GTCH_M_T2-0.1_20090806,Low,20,15,18,19,20,18,20,10,8,10,10,10,10,This is natural condition for this stream type even if some points taken off on hab assess,,,,
489,09-GTCH_T27-1.4_20090806,Low,5,3,3,20,18,20,20,10,7,10,10,10,10,Natural site,,,,
490,09-GTCH_W-11.9_20090806,Low,20,20,20,20,20,20,20,10,6,10,7,10,10,This is as natural as it gets any deviation from expected in habitat assessment is due to failing of sheet not river,,,,
491,09-GTCH_W-41.1_20090806,Low,14,16,14,19,20,19,18,10,10,10,10,10,10,,,,,
492,09-LTTL-10.2_20090806,Low,,,15,20,20,20,20,10,10,10,10,10,10,,,,,
457,09-RAQU_T69-0.7_20090806,High,19,18,15,18,18,17,19,5,5,5,5,5,5,,,,,
493,09-WHIK-0.8_20090806,Low,11,11,2,17,19,11,6,7,7,7,7,3,3,Habitat above bridge better than below habitat numbers are an average of 2 areas below bridge pasture and cows in the stream,,,,
494,10-GCHZ-29.4_20090818,High,14,14,15,18,17,17,18,10,10,10,10,10,8,,,,,
495,10-GCHZ_N-0.5_20090818,High,12,17,13,18,16,14,17,6,8,5,8,2,8,,,,,
496,10-MDAU-4.0_20090818,Low,17,14,13,18,17,18,17,9,8,7,8,9,9,,,,,
497,10-SABL-2.2_20090818,High,10,17,12,18,16,17,18,6,8,6,8,6,8,,,,,
498,10-SARA-0.9_20090818,High,12,15,15,17,19,15,18,8,8,8,8,7,4,,,,,
499,10-BISH-0.6_20090819,High,7,15,15,17,18,16,17,3,8,1,8,0,10,,,,,
500,10-BLAR-1.1_20090819,High,20,14,20,14,18,17,20,7,9,9,10,6,9,,,,,
501,10-PUTM-13.2_20090819,Low,15,12,7,19,19,17,20,10,10,10,10,10,10,,,,,
502,10-SABL_E-17.2_20090819,High,16,9,20,19,15,18,20,8,10,8,10,2,10,,,,,
503,10-TWOB-1.3_20090819,High,18,10,19,19,20,16,20,10,10,6,6,2,3,,,,,
504,13-BDHW-0.1_20090825,High,11,11,8,8,20,20,15,6,9,10,10,10,10,,,,,
505,13-BRCH-0.5_20090825,High,16,12,11,12,20,11,20,9,8,8,8,4,10,,,,,
506,13-BSNL-0.3_20090825,High,14,15,7,18,20,13,20,7,7,4,4,1,1,,,,,
507,13-FOXH-0.1_20090825,High,18,13,13,12,13,20,18,6,9,6,6,10,10,,,,,
508,13-PECK-0.1_20090825,High,16,13,8,19,20,14,18,9,8,5,10,5,10,,,,,
509,13-WODC-0.2_20090825,High,16,18,8,16,18,20,19,8,9,10,6,9,6,,,,,
510,13-BEVE-0.1_20090826,High,19,18,13,18,13,20,18,9,9,10,8,10,8,,,,,
511,13-LBEA-0.3_20090826,High,18,13,20,19,18,20,19,10,10,10,10,10,10,,,,,
512,13-STOC-0.2_20090826,High,11,12,6,16,19,20,20,10,10,7,10,5,10,,,,,
513,13-USOP-12.2_20090826,High,11,13,8,18,20,18,20,9,9,10,10,10,10,,,,,
514,13-USOP-13.2_20090826,High,16,13,13,16,20,20,18,10,10,10,10,7,7,,,,,
515,13-USOP-14.2_20090826,High,17,15,8,18,20,20,18,10,10,10,10,10,10,,,,,
516,13-USOP-16.9_20090826,High,15,13,13,17,20,20,18,10,10,6,8,9,9,,,,,
517,13-USOP-21.5_20090826,High,19,18,19,19,18,20,19,10,10,8,10,8,10,,,,,
518,13-USOP-1.3_20090827,High,18,16,6,18,20,18,20,9,9,10,10,10,10,,,,,
519,13-USOP-4.6_20090827,High,16,12,6,18,16,8,20,7,9,7,2,10,2,,,,,
520,13-USOP-6.7_20090827,High,16,11,18,20,20,12,20,10,10,6,8,10,6,,,,,
521,13-USOP-8.2_20090827,High,13,16,6,16,16,20,20,9,9,10,7,10,10,,,,,
522,13-USOP-10.1_20090827,High,13,13,11,18,20,20,20,9,10,4,8,4,4,,,,,
523,14-EDEL-18.9_20090831,High,16,18,12,18,17,18,16,8,6,4,3,6,1,,,,,
524,14-EDEL-24.7_20090831,High,18,17,,15,17,18,13,8,9,9,8,6,5,,,,,
525,14-EDEL-28.0_20090831,High,15,16,16,15,18,19,12,8,8,10,10,10,5,,,,,
526,14-LAUN-0.4_20090831,High,16,18,14,17,19,16,16,9,9,8,8,2,2,,,,,
527,14-LDEL-1.7_20090831,High,17,16,15,19,16,16,17,9,9,8,8,9,9,,,,,
528,14-PIMT-0.1_20090831,High,18,19,17,15,14,16,18,3,3,8,8,3,4,,,,,
529,14-WDEL-49.5_20090831,High,16,16,5,15,18,15,12,9,9,9,9,5,9,,,,,
530,14-WDEL-51.0_20090831,High,16,16,11,16,20,15,17,10,9,8,7,7,6,,,,,
531,14-WDEL-68.4_20090831,High,14,18,14,17,18,20,18,8,9,10,9,10,6,,,,,
532,14-WDEL-75.3_20090831,High,18,16,12,19,18,16,20,9,9,6,5,3,3,,,,,
